TITLE="ugrid_n=25Re=100.dat" VARIABLES="x", "y", "u" ZONE T="ugrid_n=25Re=100.dat" I=22 J=23 F=POINT
1.3043478261e-01, 7.6086956522e-01, -3.6671546754e-02,
1.7391304348e-01, 7.6086956522e-01, -4.0719252961e-02,
2.1739130435e-01, 7.6086956522e-01, -3.7726905660e-02,
2.6086956522e-01, 7.6086956522e-01, -2.9300045353e-02,
3.0434782609e-01, 7.6086956522e-01, -1.7284977455e-02,
3.4782608696e-01, 7.6086956522e-01, -3.3844288212e-03,
3.9130434783e-01, 7.6086956522e-01, 1.0897808231e-02,
4.3478260870e-01, 7.6086956522e-01, 2.4202140743e-02,
4.7826086957e-01, 7.6086956522e-01, 3.5241670618e-02,
5.2173913043e-01, 7.6086956522e-01, 4.2744683597e-02,
5.6521739130e-01, 7.6086956522e-01, 4.5419241026e-02,
6.0869565217e-01, 7.6086956522e-01, 4.1947589884e-02,
6.5217391304e-01, 7.6086956522e-01, 3.1038615782e-02,
6.9565217391e-01, 7.6086956522e-01, 1.1624001373e-02,
7.3913043478e-01, 7.6086956522e-01, -1.6586029164e-02,
7.8260869565e-01, 7.6086956522e-01, -5.1772597068e-02,
8.2608695652e-01, 7.6086956522e-01, -8.7525275995e-02,
8.6956521739e-01, 7.6086956522e-01, -1.1012531051e-01,
9.1304347826e-01, 7.6086956522e-01, -1.0036498853e-01,
9.5652173913e-01, 7.6086956522e-01, -5.0015410071e-02,
4.3478260870e-02, 8.0434782609e-01, -1.7310373327e-02,
8.6956521739e-02, 8.0434782609e-01, -3.8135203767e-02,
1.3043478261e-01, 8.0434782609e-01, -4.8101402998e-02,
1.7391304348e-01, 8.0434782609e-01, -4.5099988555e-02,
2.1739130435e-01, 8.0434782609e-01, -3.1807776028e-02,
2.6086956522e-01, 8.0434782609e-01, -1.1718018821e-02,
3.0434782609e-01, 8.0434782609e-01, 1.2197874481e-02,
3.4782608696e-01, 8.0434782609e-01, 3.7666457364e-02,
3.9130434783e-01, 8.0434782609e-01, 6.2934623917e-02,
4.3478260870e-01, 8.0434782609e-01, 8.6551143044e-02,
4.7826086957e-01, 8.0434782609e-01, 1.0719311443e-01,
5.2173913043e-01, 8.0434782609e-01, 1.2354319060e-01,
5.6521739130e-01, 8.0434782609e-01, 1.3420335315e-01,
6.0869565217e-01, 8.0434782609e-01, 1.3763236919e-01,
6.5217391304e-01, 8.0434782609e-01, 1.3210735174e-01,
6.9565217391e-01, 8.0434782609e-01, 1.1574666019e-01,
7.3913043478e-01, 8.0434782609e-01, 8.6748989907e-02,
7.8260869565e-01, 8.0434782609e-01, 4.4334426932e-02,
8.2608695652e-01, 8.0434782609e-01, -8.5519382161e-03,
8.6956521739e-01, 8.0434782609e-01, -5.9967807340e-02,
9.1304347826e-01, 8.0434782609e-01, -8.4800536880e-02,
