TITLE="vgrid_n=25Re=100.dat" VARIABLES="x", "y", "v" ZONE T="vgrid_n=25Re=100.dat" I=23 J=22 F=POINT
2.8260869565e-01, 6.9565217391e-01, 2.2831751570e-01,
3.2608695652e-01, 6.9565217391e-01, 2.1549755927e-01,
3.6956521739e-01, 6.9565217391e-01, 1.9814574407e-01,
4.1304347826e-01, 6.9565217391e-01, 1.7628103948e-01,
4.5652173913e-01, 6.9565217391e-01, 1.4938244468e-01,
5.0000000000e-01, 6.9565217391e-01, 1.1658867651e-01,
5.4347826087e-01, 6.9565217391e-01, 7.6821673393e-02,
5.8695652174e-01, 6.9565217391e-01, 2.8872201284e-02,
6.3043478261e-01, 6.9565217391e-01, -2.8494689297e-02,
6.7391304348e-01, 6.9565217391e-01, -9.6301994763e-02,
7.1739130435e-01, 6.9565217391e-01, -1.7474802318e-01,
7.6086956522e-01, 6.9565217391e-01, -2.6173002574e-01,
8.0434782609e-01, 6.9565217391e-01, -3.4974351239e-01,
8.4782608696e-01, 6.9565217391e-01, -4.2065802174e-01,
8.9130434783e-01, 6.9565217391e-01, -4.4018826530e-01,
9.3478260870e-01, 6.9565217391e-01, -3.6078545642e-01,
9.7826086957e-01, 6.9565217391e-01, -1.5185596572e-01,
2.1739130435e-02, 7.3913043478e-01, 6.5799768972e-02,
6.5217391304e-02, 7.3913043478e-01, 1.5544549446e-01,
1.0869565217e-01, 7.3913043478e-01, 2.0764034524e-01,
1.5217391304e-01, 7.3913043478e-01, 2.3251982049e-01,
1.9565217391e-01, 7.3913043478e-01, 2.3962792079e-01,
2.3913043478e-01, 7.3913043478e-01, 2.3591127508e-01,
2.8260869565e-01, 7.3913043478e-01, 2.2567730407e-01,
3.2608695652e-01, 7.3913043478e-01, 2.1119498575e-01,
3.6956521739e-01, 7.3913043478e-01, 1.9334579563e-01,
4.1304347826e-01, 7.3913043478e-01, 1.7212958970e-01,
4.5652173913e-01, 7.3913043478e-01, 1.4700192018e-01,
5.0000000000e-01, 7.3913043478e-01, 1.1707482090e-01,
5.4347826087e-01, 7.3913043478e-01, 8.1220727467e-02,
5.8695652174e-01, 7.3913043478e-01, 3.8113542904e-02,
6.3043478261e-01, 7.3913043478e-01, -1.3759542800e-02,
6.7391304348e-01, 7.3913043478e-01, -7.6054337833e-02,
7.1739130435e-01, 7.3913043478e-01, -1.5032034856e-01,
7.6086956522e-01, 7.3913043478e-01, -2.3704414512e-01,
8.0434782609e-01, 7.3913043478e-01, -3.3280461014e-01,
8.4782608696e-01, 7.3913043478e-01, -4.2368544527e-01,
8.9130434783e-01, 7.3913043478e-01, -4.7441378914e-01,
9.3478260870e-01, 7.3913043478e-01, -4.2075900408e-01,
9.7826086957e-01, 7.3913043478e-01, -1.9386190424e-01,
2.1739130435e-02, 7.8260869565e-01, 7.5737740067e-02,
6.5217391304e-02, 7.8260869565e-01, 1.7082801918e-01,
1.0869565217e-01, 7.8260869565e-01, 2.1899139314e-01,
1.5217391304e-01, 7.8260869565e-01, 2.3656752903e-01,
1.9565217391e-01, 7.8260869565e-01, 2.3663557174e-01,
2.3913043478e-01, 7.8260869565e-01, 2.2748441295e-01,
2.8260869565e-01, 7.8260869565e-01, 2.1366223759e-01,
3.2608695652e-01, 7.8260869565e-01, 1.9729443525e-01,
3.6956521739e-01, 7.8260869565e-01, 1.7906355501e-01,
4.1304347826e-01, 7.8260869565e-01, 1.5882525411e-01,
4.5652173913e-01, 7.8260869565e-01, 1.3596239274e-01,
5.0000000000e-01, 7.8260869565e-01, 1.0957180350e-01,
5.4347826087e-01, 7.8260869565e-01, 7.8546166760e-02,
5.8695652174e-01, 7.8260869565e-01, 4.1585194665e-02,
6.3043478261e-01, 7.8260869565e-01, -2.8505709413e-03,
6.7391304348e-01, 7.8260869565e-01, -5.6639725682e-02,
7.1739130435e-01, 7.8260869565e-01, -1.2211031194e-01,
7.6086956522e-01, 7.8260869565e-01, -2.0185758687e-01,
8.0434782609e-01, 7.8260869565e-01, -2.9705193644e-01,
8.4782608696e-01, 7.8260869565e-01, -4.0108540721e-01,
