TITLE="Solution_n=50Re=100.txt" VARIABLES="x", "y", "u", "v", "p" ZONE T="Solution_n=50Re=100.txt" I=48 J=48 F=POINT
2.3958333333e-01, 6.3541666667e-01, -6.1250855439e-02, 2.3099985859e-01, -2.0738900175e-02
2.3958333333e-01, 6.5625000000e-01, -5.6534268758e-02, 2.3604611136e-01, -2.0195158056e-02
2.3958333333e-01, 6.7708333333e-01, -5.1758279015e-02, 2.3966775440e-01, -2.5167407762e-02
2.3958333333e-01, 6.9791666667e-01, -4.7317438481e-02, 2.4202942457e-01, -2.3732602356e-02
2.3958333333e-01, 7.1875000000e-01, -4.2948891240e-02, 2.4258924089e-01, -2.8455682339e-02
2.3958333333e-01, 7.3958333333e-01, -3.8973544858e-02, 2.4159933333e-01, -2.5767876513e-02
2.3958333333e-01, 7.6041666667e-01, -3.4820934236e-02, 2.3827879702e-01, -3.0185593047e-02
2.3958333333e-01, 7.8125000000e-01, -3.0426113393e-02, 2.3298564028e-01, -2.5833020786e-02
2.3958333333e-01, 8.0208333333e-01, -2.4468629176e-02, 2.2454927458e-01, -2.9987117721e-02
2.3958333333e-01, 8.2291666667e-01, -1.5699136076e-02, 2.1344669102e-01, -2.3518890110e-02
2.3958333333e-01, 8.4375000000e-01, -1.0366186104e-03, 1.9796459016e-01, -2.7554440138e-02
2.3958333333e-01, 8.6458333333e-01, 2.3652065965e-02, 1.7878295040e-01, -1.8481508112e-02
2.3958333333e-01, 8.8541666667e-01, 6.4980214809e-02, 1.5378826147e-01, -2.2502711229e-02
2.3958333333e-01, 9.0625000000e-01, 1.3227842302e-01, 1.2445336993e-01, -1.0225184513e-02
2.3958333333e-01, 9.2708333333e-01, 2.3644432734e-01, 8.9687493423e-02, -1.3852534114e-02
2.3958333333e-01, 9.4791666667e-01, 3.9027906355e-01, 5.3930128597e-02, 2.3488561848e-03
2.3958333333e-01, 9.6875000000e-01, 5.9937077941e-01, 2.0870421048e-02, 2.3589685272e-04
2.3958333333e-01, 9.8958333333e-01, 8.5989065528e-01, 2.6266356039e-04, 2.0122420237e-02
2.6041666667e-01, 1.0416666667e-02, -3.7536514813e-03, 1.5232691905e-05, 1.0716323531e-02
2.6041666667e-01, 3.1250000000e-02, -1.1042249131e-02, 1.0821500597e-03, 1.1703252494e-02
2.6041666667e-01, 5.2083333333e-02, -1.8178849901e-02, 3.0148411909e-03, 1.1514435100e-02
2.6041666667e-01, 7.2916666667e-02, -2.5170373598e-02, 5.7867554640e-03, 1.2411513040e-02
2.6041666667e-01, 9.3750000000e-02, -3.2000200502e-02, 9.2491193458e-03, 1.2008052726e-02
2.6041666667e-01, 1.1458333333e-01, -3.8665613183e-02, 1.3436426099e-02, 1.2825200622e-02
2.6041666667e-01, 1.3541666667e-01, -4.5139105784e-02, 1.8210588708e-02, 1.2167290439e-02
2.6041666667e-01, 1.5625000000e-01, -5.1421483023e-02, 2.3644422395e-02, 1.2889341867e-02
2.6041666667e-01, 1.7708333333e-01, -5.7474488891e-02, 2.9603839312e-02, 1.1927838981e-02
2.6041666667e-01, 1.9791666667e-01, -6.3300712502e-02, 3.6182717172e-02, 1.2519996897e-02
2.6041666667e-01, 2.1875000000e-01, -6.8846471724e-02, 4.3246444800e-02, 1.1199172416e-02
2.6041666667e-01, 2.3958333333e-01, -7.4113907590e-02, 5.0896629754e-02, 1.1612237577e-02
2.6041666667e-01, 2.6041666667e-01, -7.9029924354e-02, 5.8994389355e-02, 9.8731652169e-03
2.6041666667e-01, 2.8125000000e-01, -8.3595986717e-02, 6.7638188208e-02, 1.0049740660e-02
2.6041666667e-01, 3.0208333333e-01, -8.7718218202e-02, 7.6681158055e-02, 7.8354888275e-03
2.6041666667e-01, 3.2291666667e-01, -9.1400347982e-02, 8.6209478802e-02, 7.7179514166e-03
2.6041666667e-01, 3.4375000000e-01, -9.4529796560e-02, 9.6064627927e-02, 4.9811137501e-03
2.6041666667e-01, 3.6458333333e-01, -9.7119147865e-02, 1.0631320700e-01, 4.5217215104e-03
2.6041666667e-01, 3.8541666667e-01, -9.9042701897e-02, 1.1678197836e-01, 1.2341272705e-03
2.6041666667e-01, 4.0625000000e-01, -1.0033193894e-01, 1.2751326533e-01, 4.0687860592e-04
2.6041666667e-01, 4.2708333333e-01, -1.0085639587e-01, 1.3831739709e-01, -3.4296443894e-03
2.6041666667e-01, 4.4791666667e-01, -1.0067892673e-01, 1.4921130934e-01, -4.6167647228e-03
2.6041666667e-01, 4.6875000000e-01, -9.9673856459e-02, 1.5998892327e-01, -8.9607451844e-03
2.6041666667e-01, 4.8958333333e-01, -9.7948456485e-02, 1.7064507517e-01, -1.0455312016e-02
2.6041666667e-01, 5.1041666667e-01, -9.5390289112e-02, 1.8095854864e-01, -1.5219946403e-02
2.6041666667e-01, 5.3125000000e-01, -9.2162100645e-02, 1.9091001975e-01, -1.6918727247e-02
2.6041666667e-01, 5.5208333333e-01, -8.8169404784e-02, 2.0026377181e-01, -2.1972815810e-02
2.6041666667e-01, 5.7291666667e-01, -8.3636456484e-02, 2.0899850196e-01, -2.3720828279e-02
2.6041666667e-01, 5.9375000000e-01, -7.8485053236e-02, 2.1686047229e-01, -2.8897864378e-02
2.6041666667e-01, 6.1458333333e-01, -7.2998006254e-02, 2.2384200288e-01, -3.0492278283e-02
2.6041666667e-01, 6.3541666667e-01, -6.7102126004e-02, 2.2965843985e-01, -3.5607573507e-02
2.6041666667e-01, 6.5625000000e-01, -6.1119394970e-02, 2.3433398700e-01, -3.6803788882e-02
2.6041666667e-01, 6.7708333333e-01, -5.4953622158e-02, 2.3752389717e-01, -4.1678348793e-02
2.6041666667e-01, 6.9791666667e-01, -4.8911323643e-02, 2.3930467456e-01, -4.2194561949e-02
2.6041666667e-01, 7.1875000000e-01, -4.2806974413e-02, 2.3921727907e-01, -4.6684549709e-02
2.6041666667e-01, 7.3958333333e-01, -3.6791502149e-02, 2.3741206716e-01, -4.6202135256e-02
2.6041666667e-01, 7.6041666667e-01, -3.0422691690e-02, 2.3322665535e-01, -5.0233187843e-02
2.6041666667e-01, 7.8125000000e-01, -2.3346245373e-02, 2.2690561681e-01, -4.8392396899e-02
2.6041666667e-01, 8.0208333333e-01, -1.4440411066e-02, 2.1745765380e-01, -5.1992721942e-02
2.6041666667e-01, 8.2291666667e-01, -2.0348690279e-03, 2.0524869393e-01, -4.8380755253e-02
2.6041666667e-01, 8.4375000000e-01, 1.6619206340e-02, 1.8885335297e-01, -5.1680612984e-02
2.6041666667e-01, 8.6458333333e-01, 4.6063906886e-02, 1.6888680173e-01, -4.5791238773e-02
2.6041666667e-01, 8.8541666667e-01, 9.2184882962e-02, 1.4369486983e-01, -4.8899160465e-02
2.6041666667e-01, 9.0625000000e-01, 1.6409602848e-01, 1.1477684769e-01, -4.0033444145e-02
2.6041666667e-01, 9.2708333333e-01, 2.7090593310e-01, 8.1566582359e-02, -4.2718117283e-02
2.6041666667e-01, 9.4791666667e-01, 4.2356480011e-01, 4.8331390542e-02, -3.0000333000e-02
2.6041666667e-01, 9.6875000000e-01, 6.2505739433e-01, 1.8456850907e-02, -3.1565251212e-02
2.6041666667e-01, 9.8958333333e-01, 8.7014102767e-01, 2.9872809837e-04, -1.4780176251e-02
2.8125000000e-01, 1.0416666667e-02, -4.2007733321e-03, 1.0430809329e-05, 1.4893625578e-02
2.8125000000e-01, 3.1250000000e-02, -1.2402188178e-02, 1.0619733117e-03, 1.5891166534e-02
2.8125000000e-01, 5.2083333333e-02, -2.0379619764e-02, 2.9535694442e-03, 1.5697598627e-02
2.8125000000e-01, 7.2916666667e-02, -2.8126039808e-02, 5.6775864585e-03, 1.6672100268e-02
2.8125000000e-01, 9.3750000000e-02, -3.5653754613e-02, 9.0627132937e-03, 1.6258716844e-02
2.8125000000e-01, 1.1458333333e-01, -4.2961848437e-02, 1.3162632885e-02, 1.7220181825e-02
2.8125000000e-01, 1.3541666667e-01, -5.0046777419e-02, 1.7817832808e-02, 1.6546651868e-02
2.8125000000e-01, 1.5625000000e-01, -5.6906574623e-02, 2.3123161048e-02, 1.7482251609e-02
2.8125000000e-01, 1.7708333333e-01, -6.3520479019e-02, 2.8924180303e-02, 1.6498812923e-02
2.8125000000e-01, 1.9791666667e-01, -6.9883944679e-02, 3.5340344634e-02, 1.7377663078e-02
2.8125000000e-01, 2.1875000000e-01, -7.5955959317e-02, 4.2216924914e-02, 1.6027466581e-02
2.8125000000e-01, 2.3958333333e-01, -8.1727418571e-02, 4.9684523753e-02, 1.6805189373e-02
2.8125000000e-01, 2.6041666667e-01, -8.7134217541e-02, 5.7583106559e-02, 1.5027248946e-02
2.8125000000e-01, 2.8125000000e-01, -9.2162432098e-02, 6.6043062956e-02, 1.5651885081e-02
2.8125000000e-01, 3.0208333333e-01, -9.6724329224e-02, 7.4893817917e-02, 1.3386111836e-02
2.8125000000e-01, 3.2291666667e-01, -1.0080414496e-01, 8.4255820589e-02, 1.3806375784e-02
2.8125000000e-01, 3.4375000000e-01, -1.0429347662e-01, 9.3942601671e-02, 1.1001426355e-02
2.8125000000e-01, 3.6458333333e-01, -1.0718173785e-01, 1.0405689023e-01, 1.1177767949e-02
2.8125000000e-01, 3.8541666667e-01, -1.0934663527e-01, 1.1439151921e-01, 7.8016132771e-03
2.8125000000e-01, 4.0625000000e-01, -1.1079377395e-01, 1.2502662213e-01, 7.7196689354e-03
2.8125000000e-01, 4.2708333333e-01, -1.1139689617e-01, 1.3573097114e-01, 3.7716511195e-03
2.8125000000e-01, 4.4791666667e-01, -1.1119172113e-01, 1.4656135960e-01, 3.4564951397e-03
2.8125000000e-01, 4.6875000000e-01, -1.1005930396e-01, 1.5726115155e-01, -1.0216131311e-03
2.8125000000e-01, 4.8958333333e-01, -1.0808012037e-01, 1.6786817356e-01, -1.4930561674e-03
2.8125000000e-01, 5.1041666667e-01, -1.0515239426e-01, 1.7810069275e-01, -6.4103187359e-03
2.8125000000e-01, 5.3125000000e-01, -1.0141367391e-01, 1.8798733369e-01, -6.9016594620e-03
2.8125000000e-01, 5.5208333333e-01, -9.6784522224e-02, 1.9722145341e-01, -1.2118753658e-02
2.8125000000e-01, 5.7291666667e-01, -9.1466011342e-02, 2.0583697732e-01, -1.2433431489e-02
2.8125000000e-01, 5.9375000000e-01, -8.5398252638e-02, 2.1349906361e-01, -1.7772765229e-02
2.8125000000e-01, 6.1458333333e-01, -7.8842148399e-02, 2.2026477237e-01, -1.7660515402e-02
2.8125000000e-01, 6.3541666667e-01, -7.1742839556e-02, 2.2575967117e-01, -2.2925446486e-02
2.8125000000e-01, 6.5625000000e-01, -6.4399726070e-02, 2.3008334283e-01, -2.2094374001e-02
2.8125000000e-01, 6.7708333333e-01, -5.6728966573e-02, 2.3279694349e-01, -2.7095610294e-02
2.8125000000e-01, 6.9791666667e-01, -4.9010820379e-02, 2.3406138954e-01, -2.5227995939e-02
2.8125000000e-01, 7.1875000000e-01, -4.1056283845e-02, 2.3332985111e-01, -2.9814835381e-02
2.8125000000e-01, 7.3958333333e-01, -3.2982921138e-02, 2.3083936638e-01, -2.6586969215e-02
2.8125000000e-01, 7.6041666667e-01, -2.4314483877e-02, 2.2586939204e-01, -3.0680853757e-02
2.8125000000e-01, 7.8125000000e-01, -1.4657111844e-02, 2.1873897308e-01, -2.5790235713e-02
2.8125000000e-01, 8.0208333333e-01, -2.8117062925e-03, 2.0847525228e-01, -2.9412518157e-02
2.8125000000e-01, 8.2291666667e-01, 1.2905164763e-02, 1.9548464458e-01, -2.2612301964e-02
2.8125000000e-01, 8.4375000000e-01, 3.5325273591e-02, 1.7852094402e-01, -2.5875128276e-02
2.8125000000e-01, 8.6458333333e-01, 6.8810549113e-02, 1.5818035093e-01, -1.6993095981e-02
2.8125000000e-01, 8.8541666667e-01, 1.1909016886e-01, 1.3325417170e-01, -1.9980285686e-02
2.8125000000e-01, 9.0625000000e-01, 1.9440671049e-01, 1.0509398038e-01, -8.8770662891e-03
2.8125000000e-01, 9.2708333333e-01, 3.0288978449e-01, 7.3790044794e-02, -1.1380623936e-02
2.8125000000e-01, 9.4791666667e-01, 4.5338879501e-01, 4.2981708045e-02, 2.0582689416e-03
2.8125000000e-01, 9.6875000000e-01, 6.4740344186e-01, 1.6248167146e-02, 6.1078802177e-04
2.8125000000e-01, 9.8958333333e-01, 8.7864623429e-01, 1.5667644242e-04, 1.6025202754e-02
3.0208333333e-01, 1.0416666667e-02, -4.8260556179e-03, 1.4069946186e-05, 1.0733084310e-02
3.0208333333e-01, 3.1250000000e-02, -1.3985387781e-02, 1.0429767036e-03, 1.1684626422e-02
3.0208333333e-01, 5.2083333333e-02, -2.2794463063e-02, 2.8901960736e-03, 1.1483072710e-02
3.0208333333e-01, 7.2916666667e-02, -3.1279517462e-02, 5.5353032203e-03, 1.2346465261e-02
3.0208333333e-01, 9.3750000000e-02, -3.9485246942e-02, 8.8190659485e-03, 1.1915650829e-02
3.0208333333e-01, 1.1458333333e-01, -4.7420732711e-02, 1.2782785440e-02, 1.2696609744e-02
3.0208333333e-01, 1.3541666667e-01, -5.5099633961e-02, 1.7281255802e-02, 1.1994011878e-02
3.0208333333e-01, 1.5625000000e-01, -6.2527830532e-02, 2.2397788457e-02, 1.2674211580e-02
3.0208333333e-01, 1.7708333333e-01, -6.9691672491e-02, 2.7994979384e-02, 1.1647383375e-02
3.0208333333e-01, 1.9791666667e-01, -7.6593457126e-02, 3.4181588049e-02, 1.2189085528e-02
3.0208333333e-01, 2.1875000000e-01, -8.3190650855e-02, 4.0822632715e-02, 1.0777978939e-02
3.0208333333e-01, 2.3958333333e-01, -8.9480089247e-02, 4.8038161883e-02, 1.1128266197e-02
3.0208333333e-01, 2.6041666667e-01, -9.5388463569e-02, 5.5690218459e-02, 9.2681434891e-03
3.0208333333e-01, 2.8125000000e-01, -1.0090669809e-01, 6.3897613842e-02, 9.3646606803e-03
3.0208333333e-01, 3.0208333333e-01, -1.0593097585e-01, 7.2513583699e-02, 6.9913668654e-03
3.0208333333e-01, 3.2291666667e-01, -1.1044913174e-01, 8.1644521502e-02, 6.7708222725e-03
3.0208333333e-01, 3.4375000000e-01, -1.1433086621e-01, 9.1128826338e-02, 3.8293854698e-03
3.0208333333e-01, 3.6458333333e-01, -1.1756806541e-01, 1.0105110673e-01, 3.2394281427e-03
3.0208333333e-01, 3.8541666667e-01, -1.2001243380e-01, 1.1122954484e-01, -3.0399823891e-04
3.0208333333e-01, 4.0625000000e-01, -1.2167139088e-01, 1.2172055912e-01, -1.2899574971e-03
3.0208333333e-01, 4.2708333333e-01, -1.2239113334e-01, 1.3231851964e-01, -5.4341555841e-03
3.0208333333e-01, 4.4791666667e-01, -1.2220910714e-01, 1.4304966482e-01, -6.8010373871e-03
3.0208333333e-01, 4.6875000000e-01, -1.2098067042e-01, 1.5368359070e-01, -1.1496678699e-02
3.0208333333e-01, 4.8958333333e-01, -1.1878799769e-01, 1.6421995953e-01, -1.3173930183e-02
3.0208333333e-01, 5.1041666667e-01, -1.1550944924e-01, 1.7440511348e-01, -1.8315420400e-02
3.0208333333e-01, 5.3125000000e-01, -1.1128286131e-01, 1.8422166519e-01, -2.0168983312e-02
3.0208333333e-01, 5.5208333333e-01, -1.0601904842e-01, 1.9339497448e-01, -2.5595125102e-02
3.0208333333e-01, 5.7291666667e-01, -9.9914066686e-02, 2.0190525822e-01, -2.7427874253e-02
3.0208333333e-01, 5.9375000000e-01, -9.2912848294e-02, 2.0945645627e-01, -3.2933684496e-02
3.0208333333e-01, 6.1458333333e-01, -8.5258613806e-02, 2.1604446950e-01, -3.4494691310e-02
3.0208333333e-01, 6.3541666667e-01, -7.6920696462e-02, 2.2134388813e-01, -3.9854107334e-02
3.0208333333e-01, 6.5625000000e-01, -6.8156667291e-02, 2.2538574827e-01, -4.0854434943e-02
3.0208333333e-01, 6.7708333333e-01, -5.8931668860e-02, 2.2779455159e-01, -4.5851281830e-02
3.0208333333e-01, 6.9791666667e-01, -4.9444231261e-02, 2.2865518109e-01, -4.5982672961e-02
3.0208333333e-01, 7.1875000000e-01, -3.9584951257e-02, 2.2750361132e-01, -5.0446163316e-02
3.0208333333e-01, 7.3958333333e-01, -2.9331043078e-02, 2.2449395828e-01, -4.9399897304e-02
3.0208333333e-01, 7.6041666667e-01, -1.8322298381e-02, 2.1901545158e-01, -5.3240216495e-02
3.0208333333e-01, 7.8125000000e-01, -5.9521056146e-03, 2.1130174269e-01, -5.0725194588e-02
3.0208333333e-01, 8.0208333333e-01, 8.8139174372e-03, 2.0052971491e-01, -5.3959741111e-02
3.0208333333e-01, 8.2291666667e-01, 2.7919439245e-02, 1.8703402060e-01, -4.9716135196e-02
3.0208333333e-01, 8.4375000000e-01, 5.3923499990e-02, 1.6977983490e-01, -5.2459646567e-02
3.0208333333e-01, 8.6458333333e-01, 9.1330679211e-02, 1.4934023489e-01, -4.6250911979e-02
3.0208333333e-01, 8.8541666667e-01, 1.4527125352e-01, 1.2478744495e-01, -4.8617225942e-02
3.0208333333e-01, 9.0625000000e-01, 2.2356015539e-01, 9.7505574601e-02, -4.0180979225e-02
3.0208333333e-01, 9.2708333333e-01, 3.3301820544e-01, 6.7787068781e-02, -4.2087503875e-02
3.0208333333e-01, 9.4791666667e-01, 4.8110667776e-01, 3.9123085251e-02, -3.1143817828e-02
3.0208333333e-01, 9.6875000000e-01, 6.6788242594e-01, 1.4663029643e-02, -3.2253339189e-02
3.0208333333e-01, 9.8958333333e-01, 8.8654587126e-01, 2.0153521577e-04, -1.8843684612e-02
3.2291666667e-01, 1.0416666667e-02, -5.2578199970e-03, 8.1588322877e-06, 1.5547633984e-02
3.2291666667e-01, 3.1250000000e-02, -1.5278314320e-02, 9.9106314776e-04, 1.6484592159e-02
3.2291666667e-01, 5.2083333333e-02, -2.4871946295e-02, 2.7370169477e-03, 1.6280107577e-02
3.2291666667e-01, 7.2916666667e-02, -3.4054909697e-02, 5.2529867806e-03, 1.7210150532e-02
3.2291666667e-01, 9.3750000000e-02, -4.2901236847e-02, 8.3558485434e-03, 1.6773214928e-02
3.2291666667e-01, 1.1458333333e-01, -5.1424038304e-02, 1.2114275936e-02, 1.7702170589e-02
3.2291666667e-01, 1.3541666667e-01, -5.9661780450e-02, 1.6360038476e-02, 1.6989696460e-02
3.2291666667e-01, 1.5625000000e-01, -6.7620298218e-02, 2.1205548587e-02, 1.7900592207e-02
3.2291666667e-01, 1.7708333333e-01, -7.5304278625e-02, 2.6491271804e-02, 1.6859165998e-02
3.2291666667e-01, 1.9791666667e-01, -8.2711598023e-02, 3.2357491461e-02, 1.7716689214e-02
3.2291666667e-01, 2.1875000000e-01, -8.9812533162e-02, 3.8647391720e-02, 1.6284537396e-02
3.2291666667e-01, 2.3958333333e-01, -9.6595004326e-02, 4.5515121102e-02, 1.7038863836e-02
3.2291666667e-01, 2.6041666667e-01, -1.0299366951e-01, 5.2800166666e-02, 1.5148403205e-02
3.2291666667e-01, 2.8125000000e-01, -1.0898579735e-01, 6.0657766079e-02, 1.5740694743e-02
3.2291666667e-01, 3.0208333333e-01, -1.1447123689e-01, 6.8916540201e-02, 1.3323727766e-02
3.2291666667e-01, 3.2291666667e-01, -1.1941938761e-01, 7.7721109863e-02, 1.3694849658e-02
3.2291666667e-01, 3.4375000000e-01, -1.2370006186e-01, 8.6881648465e-02, 1.0691614749e-02
3.2291666667e-01, 3.6458333333e-01, -1.2728245637e-01, 9.6522146148e-02, 1.0794870734e-02
3.2291666667e-01, 3.8541666667e-01, -1.3001608767e-01, 1.0642735556e-01, 7.1670867426e-03
3.2291666667e-01, 4.0625000000e-01, -1.3188274875e-01, 1.1669368016e-01, 6.9845353893e-03
3.2291666667e-01, 4.2708333333e-01, -1.3272600187e-01, 1.2707549710e-01, 2.7309992890e-03
3.2291666667e-01, 4.4791666667e-01, -1.3255679220e-01, 1.3763944214e-01, 2.2911896348e-03
3.2291666667e-01, 4.6875000000e-01, -1.3122959867e-01, 1.4810777053e-01, -2.5373707184e-03
3.2291666667e-01, 4.8958333333e-01, -1.2880164316e-01, 1.5852133364e-01, -3.1441048684e-03
3.2291666667e-01, 5.1041666667e-01, -1.2515409992e-01, 1.6857189927e-01, -8.4356128734e-03
3.2291666667e-01, 5.3125000000e-01, -1.2040353490e-01, 1.7828501129e-01, -9.0489337594e-03
3.2291666667e-01, 5.5208333333e-01, -1.1446811526e-01, 1.8732546893e-01, -1.4630656077e-02
3.2291666667e-01, 5.7291666667e-01, -1.0752749313e-01, 1.9571932674e-01, -1.5022779259e-02
3.2291666667e-01, 5.9375000000e-01, -9.9537463916e-02, 2.0310654473e-01, -2.0674882588e-02
3.2291666667e-01, 6.1458333333e-01, -9.0729580258e-02, 2.0953236655e-01, -2.0565022806e-02
3.2291666667e-01, 6.3541666667e-01, -8.1084118329e-02, 2.1460823402e-01, -2.6046470524e-02
3.2291666667e-01, 6.5625000000e-01, -7.0850389536e-02, 2.1841689717e-01, -2.5125279489e-02
3.2291666667e-01, 6.7708333333e-01, -5.9998399393e-02, 2.2052740177e-01, -3.0208399939e-02
3.2291666667e-01, 6.9791666667e-01, -4.8719880108e-02, 2.2107442602e-01, -2.8168917603e-02
3.2291666667e-01, 7.1875000000e-01, -3.6895061033e-02, 2.1955759694e-01, -3.2677278170e-02
3.2291666667e-01, 7.3958333333e-01, -2.4494761394e-02, 2.1617018371e-01, -2.9249669232e-02
3.2291666667e-01, 7.6041666667e-01, -1.1122268281e-02, 2.1030359338e-01, -3.3092969652e-02
3.2291666667e-01, 7.8125000000e-01, 3.8286248361e-03, 2.0220700518e-01, -2.8081444047e-02
3.2291666667e-01, 8.0208333333e-01, 2.1456015808e-02, 1.9113053687e-01, -3.1276928655e-02
3.2291666667e-01, 8.2291666667e-01, 4.3655044778e-02, 1.7738725453e-01, -2.4592772799e-02
3.2291666667e-01, 8.4375000000e-01, 7.3019059304e-02, 1.6013468936e-01, -2.7249225674e-02
3.2291666667e-01, 8.6458333333e-01, 1.1380293906e-01, 1.3987521046e-01, -1.8918072660e-02
3.2291666667e-01, 8.8541666667e-01, 1.7092482915e-01, 1.1602809459e-01, -2.1142964486e-02
3.2291666667e-01, 9.0625000000e-01, 2.5140708667e-01, 8.9805968062e-02, -1.1258324508e-02
3.2291666667e-01, 9.2708333333e-01, 3.6127227385e-01, 6.1894210124e-02, -1.2995552678e-02
3.2291666667e-01, 9.4791666667e-01, 5.0651283416e-01, 3.5279495411e-02, -1.6804549808e-03
3.2291666667e-01, 9.6875000000e-01, 6.8632499190e-01, 1.3123886214e-02, -2.6719702906e-03
3.2291666667e-01, 9.8958333333e-01, 8.9351079916e-01, 1.1175931260e-04, 9.7749846928e-03
3.4375000000e-01, 1.0416666667e-02, -5.8252776127e-03, 1.1680744063e-05, 1.1073072464e-02
3.4375000000e-01, 3.1250000000e-02, -1.6714245911e-02, 9.4349385184e-04, 1.1934875900e-02
3.4375000000e-01, 5.2083333333e-02, -2.7056386711e-02, 2.5895519292e-03, 1.1720025149e-02
3.4375000000e-01, 7.2916666667e-02, -3.6898349072e-02, 4.9489766364e-03, 1.2507669608e-02
3.4375000000e-01, 9.3750000000e-02, -4.6346536111e-02, 7.8525017078e-03, 1.2048874501e-02
3.4375000000e-01, 1.1458333333e-01, -5.5424922658e-02, 1.1361093410e-02, 1.2764025128e-02
3.4375000000e-01, 1.3541666667e-01, -6.4190906625e-02, 1.5322430055e-02, 1.2016336678e-02
3.4375000000e-01, 1.5625000000e-01, -7.2659063873e-02, 1.9841010197e-02, 1.2635952108e-02
3.4375000000e-01, 1.7708333333e-01, -8.0843615378e-02, 2.4775762531e-02, 1.1543315237e-02
3.4375000000e-01, 1.9791666667e-01, -8.8749577053e-02, 3.0258848633e-02, 1.2024168402e-02
3.4375000000e-01, 2.1875000000e-01, -9.6348280507e-02, 3.6154660261e-02, 1.0521231291e-02
3.4375000000e-01, 2.3958333333e-01, -1.0363286420e-01, 4.2608616274e-02, 1.0803546564e-02
3.4375000000e-01, 2.6041666667e-01, -1.1053110856e-01, 4.9483985772e-02, 8.8181149063e-03
3.4375000000e-01, 2.8125000000e-01, -1.1702307163e-01, 5.6925839592e-02, 8.8309811750e-03
3.4375000000e-01, 3.0208333333e-01, -1.2299431964e-01, 6.4788681047e-02, 6.2894401614e-03
3.4375000000e-01, 3.2291666667e-01, -1.2841424002e-01, 7.3204312344e-02, 5.9598792784e-03
3.4375000000e-01, 3.4375000000e-01, -1.3313190251e-01, 8.2010199803e-02, 2.7970618179e-03
3.4375000000e-01, 3.6458333333e-01, -1.3711377252e-01, 9.1313377647e-02, 2.0638033701e-03
3.4375000000e-01, 3.8541666667e-01, -1.4018396783e-01, 1.0092657184e-01, -1.7623910725e-03
3.4375000000e-01, 4.0625000000e-01, -1.4231953242e-01, 1.1092355726e-01, -2.9307984586e-03
3.4375000000e-01, 4.2708333333e-01, -1.4333689532e-01, 1.2108688528e-01, -7.4215680702e-03
3.4375000000e-01, 4.4791666667e-01, -1.4324138058e-01, 1.3145362215e-01, -9.0067349098e-03
3.4375000000e-01, 4.6875000000e-01, -1.4186256192e-01, 1.4177452575e-01, -1.4105109802e-02
3.4375000000e-01, 4.8958333333e-01, -1.3925212643e-01, 1.5205325735e-01, -1.6021399854e-02
3.4375000000e-01, 5.1041666667e-01, -1.3527312690e-01, 1.6201144144e-01, -2.1601111133e-02
3.4375000000e-01, 5.3125000000e-01, -1.3003643097e-01, 1.7162989771e-01, -2.3686403452e-02
3.4375000000e-01, 5.5208333333e-01, -1.2345336386e-01, 1.8060662942e-01, -2.9552549030e-02
3.4375000000e-01, 5.7291666667e-01, -1.1569514249e-01, 1.8891619772e-01, -3.1571614004e-02
3.4375000000e-01, 5.9375000000e-01, -1.0672588810e-01, 1.9623784430e-01, -3.7476481472e-02
3.4375000000e-01, 6.1458333333e-01, -9.6760303097e-02, 2.0255965521e-01, -3.9138098941e-02
3.4375000000e-01, 6.3541666667e-01, -8.5805227079e-02, 2.0754144629e-01, -4.4811382924e-02
3.4375000000e-01, 6.5625000000e-01, -7.4075835044e-02, 2.1120420919e-01, -4.5796211050e-02
3.4375000000e-01, 6.7708333333e-01, -6.1589197709e-02, 2.1317730641e-01, -5.0984750174e-02
3.4375000000e-01, 6.9791666667e-01, -4.8474426423e-02, 2.1353004265e-01, -5.0978275248e-02
3.4375000000e-01, 7.1875000000e-01, -3.4680708944e-02, 2.1183686491e-01, -5.5488085140e-02
3.4375000000e-01, 7.3958333333e-01, -2.0077039517e-02, 2.0822391913e-01, -5.4213043743e-02
3.4375000000e-01, 7.6041666667e-01, -4.3591198485e-03, 2.0217488294e-01, -5.7945566602e-02
3.4375000000e-01, 7.8125000000e-01, 1.3220950899e-02, 1.9387589530e-01, -5.5189588584e-02
3.4375000000e-01, 8.0208333333e-01, 3.3633668094e-02, 1.8269206249e-01, -5.8161414887e-02
3.4375000000e-01, 8.2291666667e-01, 5.8915286768e-02, 1.6889298696e-01, -5.3793849923e-02
3.4375000000e-01, 8.4375000000e-01, 9.1435544063e-02, 1.5178134032e-01, -5.6120692974e-02
3.4375000000e-01, 8.6458333333e-01, 1.3543727398e-01, 1.3185982267e-01, -5.0084880298e-02
3.4375000000e-01, 8.8541666667e-01, 1.9534049592e-01, 1.0870832653e-01, -5.1903689490e-02
3.4375000000e-01, 9.0625000000e-01, 2.7769403986e-01, 8.3569035997e-02, -4.4174924470e-02
3.4375000000e-01, 9.2708333333e-01, 3.8754467810e-01, 5.7170467494e-02, -4.5518014784e-02
3.4375000000e-01, 9.4791666667e-01, 5.2987700168e-01, 3.2381011714e-02, -3.6085884495e-02
3.4375000000e-01, 9.6875000000e-01, 7.0305016204e-01, 1.1962760849e-02, -3.6838749115e-02
