TITLE="Solution_n=51_Re=100_BCM=1_CM=2_U=0.10.dat" VARIABLES="x", "y", "u", "v", "vmag", "omegaxy", "vortz" ZONE T="Solution_n=51_Re=100_BCM=1_CM=2_U=0.10.dat" I=51 J=51 F=POINT
0.2000000000, 0.6800000000, -0.0413233657, 0.2195163036, 0.0223371950, 0.0000186164, -4.6749853020
0.2000000000, 0.7000000000, -0.0397975936, 0.2225531612, 0.0226083520, 0.0000136413, -4.5520001379
0.2000000000, 0.7200000000, -0.0386458889, 0.2244659824, 0.0227768483, 0.0000077533, -4.5407368651
0.2000000000, 0.7400000000, -0.0378243836, 0.2250811578, 0.0228237183, 0.0000013565, -4.7659589550
0.2000000000, 0.7600000000, -0.0371482859, 0.2241683295, 0.0227225516, -0.0000047501, -5.4371344399
0.2000000000, 0.7800000000, -0.0361937953, 0.2214170218, 0.0224355718, -0.0000091291, -6.8952572581
0.2000000000, 0.8000000000, -0.0341451004, 0.2164091868, 0.0219086339, -0.0000093387, -9.6751776780
0.2000000000, 0.8200000000, -0.0295630646, 0.2085928204, 0.0210677335, -0.0000014167, -14.5750436994
0.2000000000, 0.8400000000, -0.0200517863, 0.1972702842, 0.0198286760, 0.0000207703, -22.7002581384
0.2000000000, 0.8600000000, -0.0018135468, 0.1816301631, 0.0181639217, 0.0000661806, -35.3970722155
0.2000000000, 0.8800000000, 0.0308680058, 0.1608742849, 0.0163808942, 0.0001468381, -53.9003809225
0.2000000000, 0.9000000000, 0.0860582909, 0.1345164050, 0.0159689363, 0.0002767273, -78.3817171001
0.2000000000, 0.9200000000, 0.1741197237, 0.1029321547, 0.0202268897, 0.0004676065, -106.0595842034
0.2000000000, 0.9400000000, 0.3064259649, 0.0681632024, 0.0313915744, 0.0007194986, -128.1285948356
0.2000000000, 0.9600000000, 0.4916715034, 0.0347046822, 0.0492894798, 0.0010040269, -129.7698703686
0.2000000000, 0.9800000000, 0.7299178594, 0.0095145740, 0.0729979869, 0.0012555701, -78.7359845774
0.2000000000, 1.0000000000, 1.0000000000, 0.0000000000, 0.1000000000, 0.0013341409, -79.5894611876
0.2200000000, 0.0000000000, -0.0000000000, -0.0000000000, 0.0000000000, -0.0000216657, 0.2186734424
0.2200000000, 0.0200000000, -0.0045541057, 0.0004594842, 0.0004577227, -0.0000221415, 0.1980617943
0.2200000000, 0.0400000000, -0.0091956808, 0.0017608871, 0.0009362760, -0.0000223656, 0.0706304459
0.2200000000, 0.0600000000, -0.0138878713, 0.0038116256, 0.0014401439, -0.0000223690, -0.0862997122
0.2200000000, 0.0800000000, -0.0185935583, 0.0065364408, 0.0019709020, -0.0000221393, -0.2773425116
0.2200000000, 0.1000000000, -0.0232745520, 0.0098761199, 0.0025283246, -0.0000216854, -0.4889236534
0.2200000000, 0.1200000000, -0.0278943001, 0.0137857902, 0.0031114948, -0.0000210343, -0.7124541782
0.2200000000, 0.1400000000, -0.0324194356, 0.0182317628, 0.0037194314, -0.0000202196, -0.9434904493
0.2200000000, 0.1600000000, -0.0368200113, 0.0231881390, 0.0043513251, -0.0000192709, -1.1791730423
0.2200000000, 0.1800000000, -0.0410691586, 0.0286339760, 0.0050065760, -0.0000182088, -1.4188686516
0.2200000000, 0.2000000000, -0.0451421446, 0.0345510171, 0.0056847040, -0.0000170453, -1.6627245903
0.2200000000, 0.2200000000, -0.0490153446, 0.0409218210, 0.0063852169, -0.0000157826, -1.9110760643
0.2200000000, 0.2400000000, -0.0526653308, 0.0477282521, 0.0071074771, -0.0000144153, -2.1642908594
0.2200000000, 0.2600000000, -0.0560681364, 0.0549502881, 0.0078505860, -0.0000129319, -2.4223205018
0.2200000000, 0.2800000000, -0.0591988037, 0.0625650724, 0.0086132959, -0.0000113177, -2.6843848178
0.2200000000, 0.3000000000, -0.0620312675, 0.0705461409, 0.0093939535, -0.0000095581, -2.9488858865
0.2200000000, 0.3200000000, -0.0645385738, 0.0788627757, 0.0101904685, -0.0000076408, -3.2134494812
0.2200000000, 0.3400000000, -0.0666934131, 0.0874794626, 0.0110003035, -0.0000055583, -3.4750215183
0.2200000000, 0.3600000000, -0.0684689341, 0.0963554593, 0.0118204778, -0.0000033105, -3.7299886142
0.2200000000, 0.3800000000, -0.0698397998, 0.1054444849, 0.0126475836, -0.0000009060, -3.9743138050
0.2200000000, 0.4000000000, -0.0707834434, 0.1146945498, 0.0134778098, 0.0000016357, -4.2036816586
0.2200000000, 0.4200000000, -0.0712814728, 0.1240479428, 0.0143069705, 0.0000042837, -4.4136463328
0.2200000000, 0.4400000000, -0.0713211703, 0.1334413836, 0.0151305361, 0.0000069945, -4.5997766946
0.2200000000, 0.4600000000, -0.0708970267, 0.1428063438, 0.0159436634, 0.0000097117, -4.7577933549
0.2200000000, 0.4800000000, -0.0700122414, 0.1520695208, 0.0167412225, 0.0000123659, -4.8836939273
0.2200000000, 0.5000000000, -0.0686801183, 0.1611534366, 0.0175178163, 0.0000148756, -4.9738663078
0.2200000000, 0.5200000000, -0.0669252771, 0.1699771119, 0.0182677889, 0.0000171480, -5.0251967117
0.2200000000, 0.5400000000, -0.0647845878, 0.1784567446, 0.0189852186, 0.0000190802, -5.0351915115
0.2200000000, 0.5600000000, -0.0623077162, 0.1865062972, 0.0196638883, 0.0000205620, -5.0021524279
0.2200000000, 0.5800000000, -0.0595571305, 0.1940378725, 0.0202972283, 0.0000214788, -4.9254777576
0.2200000000, 0.6000000000, -0.0566073478, 0.2009617216, 0.0208782196, 0.0000217158, -4.8062149666
0.2200000000, 0.6200000000, -0.0535430793, 0.2071856947, 0.0213992461, 0.0000211649, -4.6480727591
0.2200000000, 0.6400000000, -0.0504557285, 0.2126138961, 0.0218518762, 0.0000197352, -4.4592292293
0.2200000000, 0.6600000000, -0.0474373536, 0.2171442501, 0.0222265445, 0.0000173685, -4.2554682973
0.2200000000, 0.6800000000, -0.0445706580, 0.2206646088, 0.0225120886, 0.0000140655, -4.0654644960
0.2200000000, 0.7000000000, -0.0419127029, 0.2230469584, 0.0226950700, 0.0000099264, -3.9394367709
0.2200000000, 0.7200000000, -0.0394686983, 0.2241392002, 0.0227587696, 0.0000052162, -3.9628941038
0.2200000000, 0.7400000000, -0.0371502486, 0.2237539811, 0.0226817074, 0.0000004668, -4.2776859799
0.2200000000, 0.7600000000, -0.0347096355, 0.2216542391, 0.0224355433, -0.0000033663, -5.1126865133
0.2200000000, 0.7800000000, -0.0316381529, 0.2175358387, 0.0219824507, -0.0000046696, -6.8252827985
0.2200000000, 0.8000000000, -0.0270127515, 0.2110094933, 0.0212731509, -0.0000008391, -9.9504347691
0.2200000000, 0.8200000000, -0.0192732673, 0.2015881071, 0.0202507342, 0.0000121554, -15.2428594094
0.2200000000, 0.8400000000, -0.0059169924, 0.1886930660, 0.0188785815, 0.0000402615, -23.6742656657
0.2200000000, 0.8600000000, 0.0168822441, 0.1717050197, 0.0172532965, 0.0000917217, -36.3035815432
0.2200000000, 0.8800000000, 0.0546699758, 0.1501006422, 0.0159746703, 0.0001769240, -53.8721768974
0.2200000000, 0.9000000000, 0.1149505252, 0.1237301415, 0.0168886859, 0.0003069078, -75.9055681854
0.2200000000, 0.9200000000, 0.2069050959, 0.0932791655, 0.0226959735, 0.0004891863, -99.1756669877
0.2200000000, 0.9400000000, 0.3399832560, 0.0608776582, 0.0345390654, 0.0007195987, -115.5437362112
0.2200000000, 0.9600000000, 0.5205519445, 0.0306018826, 0.0521450671, 0.0009697574, -112.9144487729
0.2200000000, 0.9800000000, 0.7470810503, 0.0083095221, 0.0747127261, 0.0011830880, -65.3465483779
0.2200000000, 1.0000000000, 1.0000000000, -0.0000000000, 0.1000000000, 0.0012437970, -65.9746097491
0.2400000000, 0.0000000000, -0.0000000000, 0.0000000000, 0.0000000000, -0.0000262867, -0.0450529363
0.2400000000, 0.0200000000, -0.0054566201, 0.0004620572, 0.0005476148, -0.0000262132, -0.0551740355
0.2400000000, 0.0400000000, -0.0108952191, 0.0017750624, 0.0011038870, -0.0000260798, -0.1369482596
0.2400000000, 0.0600000000, -0.0163000412, 0.0038439457, 0.0016747157, -0.0000258528, -0.2556683893
0.2400000000, 0.0800000000, -0.0216508059, 0.0065922036, 0.0022632157, -0.0000255146, -0.4052735615
0.2400000000, 0.1000000000, -0.0269243268, 0.0099592839, 0.0028707259, -0.0000250645, -0.5794725271
0.2400000000, 0.1200000000, -0.0320965260, 0.0138981418, 0.0034976354, -0.0000245095, -0.7727366939
0.2400000000, 0.1400000000, -0.0371435018, 0.0183726124, 0.0041439023, -0.0000238601, -0.9800394010
0.2400000000, 0.1600000000, -0.0420419993, 0.0233548002, 0.0048093413, -0.0000231254, -1.1980222660
0.2400000000, 0.1800000000, -0.0467693347, 0.0288225953, 0.0054937352, -0.0000223101, -1.4250623370
0.2400000000, 0.2000000000, -0.0513028884, 0.0347574354, 0.0061968263, -0.0000214123, -1.6603240167
0.2400000000, 0.2200000000, -0.0556194508, 0.0411424078, 0.0069182520, -0.0000204229, -1.9032868895
0.2400000000, 0.2400000000, -0.0596945887, 0.0479606429, 0.0076574586, -0.0000193270, -2.1534127255
0.2400000000, 0.2600000000, -0.0635021604, 0.0551939396, 0.0084136171, -0.0000181054, -2.4098492301
0.2400000000, 0.2800000000, -0.0670140615, 0.0628215905, 0.0091855521, -0.0000167370, -2.6711965512
0.2400000000, 0.3000000000, -0.0702002557, 0.0708193689, 0.0099716894, -0.0000152011, -2.9353687243
0.2400000000, 0.3200000000, -0.0730291140, 0.0791586505, 0.0107700248, -0.0000134801, -3.1995597953
0.2400000000, 0.3400000000, -0.0754680635, 0.0878056595, 0.0115781097, -0.0000115621, -3.4602844767
0.2400000000, 0.3600000000, -0.0774845262, 0.0967208414, 0.0123930517, -0.0000094431, -3.7134662583
0.2400000000, 0.3800000000, -0.0790471189, 0.1058583807, 0.0132115267, -0.0000071289, -3.9545590841
0.2400000000, 0.4000000000, -0.0801270689, 0.1151658804, 0.0140297994, -0.0000046367, -4.1786938502
0.2400000000, 0.4200000000, -0.0806997947, 0.1245842220, 0.0148437479, -0.0000019966, -4.3808420828
0.2400000000, 0.4400000000, -0.0807465881, 0.1340476194, 0.0156488900, 0.0000007478, -4.5559892147
0.2400000000, 0.4600000000, -0.0802563239, 0.1434838659, 0.0164404067, 0.0000035389, -4.6993102524
0.2400000000, 0.4800000000, -0.0792271152, 0.1528147633, 0.0172131600, 0.0000063058, -4.8063423446
0.2400000000, 0.5000000000, -0.0776678242, 0.1619567015, 0.0179616993, 0.0000089649, -4.8731529398
0.2400000000, 0.5200000000, -0.0755993267, 0.1708213374, 0.0186802536, 0.0000114217, -4.8965103618
0.2400000000, 0.5400000000, -0.0730554171, 0.1793163010, 0.0193627038, 0.0000135729, -4.8740777939
0.2400000000, 0.5600000000, -0.0700832152, 0.1873458315, 0.0200025293, 0.0000153096, -4.8046747756
0.2400000000, 0.5800000000, -0.0667428983, 0.1948112233, 0.0205927238, 0.0000165218, -4.6886867706
0.2400000000, 0.6000000000, -0.0631065079, 0.2016109336, 0.0211256716, 0.0000171041, -4.5287598270
0.2400000000, 0.6200000000, -0.0592554526, 0.2076401781, 0.0215929739, 0.0000169637, -4.3310036402
0.2400000000, 0.6400000000, -0.0552761201, 0.2127898058, 0.0219852111, 0.0000160334, -4.1070560244
0.2400000000, 0.6600000000, -0.0512526574, 0.2169442099, 0.0222916184, 0.0000142892, -3.8775514440
0.2400000000, 0.6800000000, -0.0472554243, 0.2199779879, 0.0224996423, 0.0000117786, -3.6778004237
0.2400000000, 0.7000000000, -0.0433227602, 0.2217510302, 0.0225943314, 0.0000086645, -3.5668231432
0.2400000000, 0.7200000000, -0.0394324063, 0.2221017053, 0.0225575003, 0.0000052919, -3.6412344201
0.2400000000, 0.7400000000, -0.0354570772, 0.2208378936, 0.0223666224, 0.0000022907, -4.0556631596
0.2400000000, 0.7600000000, -0.0310962227, 0.2177259437, 0.0219935358, 0.0000007281, -5.0509429328
0.2400000000, 0.7800000000, -0.0257731965, 0.2124784611, 0.0214035871, 0.0000023276, -6.9892606669
0.2400000000, 0.8000000000, -0.0184847522, 0.2047437088, 0.0205576439, 0.0000097642, -10.3900023782
0.2400000000, 0.8200000000, -0.0075902810, 0.1941030407, 0.0194251391, 0.0000270248, -15.9482639738
0.2400000000, 0.8400000000, 0.0094637439, 0.1800891030, 0.0180337593, 0.0000597623, -24.4962271607
0.2400000000, 0.8600000000, 0.0364644425, 0.1622469390, 0.0166294091, 0.0001154589, -36.8329854491
0.2400000000, 0.8800000000, 0.0787248579, 0.1402709464, 0.0160852546, 0.0002030018, -53.3054842265
0.2400000000, 0.9000000000, 0.1431751100, 0.1142556721, 0.0183176065, 0.0003309821, -72.9963600630
0.2400000000, 0.9200000000, 0.2379266298, 0.0850794989, 0.0252680831, 0.0005037305, -92.4988445365
0.2400000000, 0.9400000000, 0.3708312291, 0.0548651480, 0.0374867957, 0.0007144333, -104.4270101561
0.2400000000, 0.9600000000, 0.5464748619, 0.0272937209, 0.0547156031, 0.0009356055, -98.8733544408
0.2400000000, 0.9800000000, 0.7622512414, 0.0073556949, 0.0762286732, 0.0011180847, -54.4936870503
0.2400000000, 1.0000000000, 1.0000000000, 0.0000000000, 0.1000000000, 0.0011643670, -54.9309477760
0.2600000000, 0.0000000000, -0.0000000000, 0.0000000000, 0.0000000000, -0.0000309111, -0.3090468041
0.2600000000, 0.0200000000, -0.0063610611, 0.0004605817, 0.0006377714, -0.0000303125, -0.3229974863
0.2600000000, 0.0400000000, -0.0125985034, 0.0017682352, 0.0012721987, -0.0000298056, -0.3509706734
0.2600000000, 0.0600000000, -0.0187170762, 0.0038280559, 0.0019104527, -0.0000293358, -0.4256499425
0.2600000000, 0.0800000000, -0.0247130065, 0.0065631007, 0.0025569650, -0.0000288786, -0.5359169907
0.2600000000, 0.1000000000, -0.0305777312, 0.0099119807, 0.0032144129, -0.0000284163, -0.6757769895
0.2600000000, 0.1200000000, -0.0362993333, 0.0138266222, 0.0038843495, -0.0000279376, -0.8396537465
0.2600000000, 0.1400000000, -0.0418635857, 0.0182699245, 0.0045676580, -0.0000274343, -1.0230787701
0.2600000000, 0.1600000000, -0.0472544735, 0.0232134146, 0.0052648342, -0.0000268983, -1.2228310507
0.2600000000, 0.1800000000, -0.0524542528, 0.0286349715, 0.0059761277, -0.0000263181, -1.4366699256
0.2600000000, 0.2000000000, -0.0574432118, 0.0345167153, 0.0067015865, -0.0000256776, -1.6630950827
0.2600000000, 0.2200000000, -0.0621992742, 0.0408431044, 0.0074410408, -0.0000249558, -1.9009667304
0.2600000000, 0.2400000000, -0.0666975921, 0.0475992350, 0.0081940564, -0.0000241273, -2.1491280682
0.2600000000, 0.2600000000, -0.0709102536, 0.0547693219, 0.0089598787, -0.0000231637, -2.4061349007
0.2600000000, 0.2800000000, -0.0748061932, 0.0623353369, 0.0097373820, -0.0000220357, -2.6700463152
0.2600000000, 0.3000000000, -0.0783513614, 0.0702757852, 0.0105250282, -0.0000207153, -2.9382794163
0.2600000000, 0.3200000000, -0.0815091929, 0.0785646104, 0.0113208421, -0.0000191786, -3.2075404846
0.2600000000, 0.3400000000, -0.0842413849, 0.0871702292, 0.0121224007, -0.0000174076, -3.4738277694
0.2600000000, 0.3600000000, -0.0865089806, 0.0960547069, 0.0129268366, -0.0000153935, -3.7324946083
0.2600000000, 0.3800000000, -0.0882737317, 0.1051730957, 0.0137308528, -0.0000131379, -3.9783620466
0.2600000000, 0.4000000000, -0.0894997010, 0.1144729575, 0.0145307448, -0.0000106552, -4.2058721485
0.2600000000, 0.4200000000, -0.0901550460, 0.1238940968, 0.0153224279, -0.0000079740, -4.4092737029
0.2600000000, 0.4400000000, -0.0902139139, 0.1333685171, 0.0161014632, -0.0000051373, -4.5828314239
0.2600000000, 0.4600000000, -0.0896583595, 0.1428206083, 0.0168630803, -0.0000022031, -4.7210495250
0.2600000000, 0.4800000000, -0.0884801877, 0.1521675512, 0.0176021894, 0.0000007563, -4.8189019570
0.2600000000, 0.5000000000, -0.0866826113, 0.1613199116, 0.0183133801, 0.0000036556, -4.8720659236
0.2600000000, 0.5200000000, -0.0842815985, 0.1701823708, 0.0189908997, 0.0000063985, -4.8771641651
0.2600000000, 0.5400000000, -0.0813067766, 0.1786545186, 0.0196286089, 0.0000088811, -4.8320370389
0.2600000000, 0.5600000000, -0.0778017283, 0.1866316109, 0.0202199078, 0.0000109955, -4.7360905623
0.2600000000, 0.5800000000, -0.0738234807, 0.1940051730, 0.0207576283, 0.0000126356, -4.5908055487
0.2600000000, 0.6000000000, -0.0694409126, 0.2006633065, 0.0212338887, 0.0000137038, -4.4005519520
0.2600000000, 0.6200000000, -0.0647316776, 0.2064905373, 0.0216399011, 0.0000141211, -4.1739402314
0.2600000000, 0.6400000000, -0.0597770268, 0.2113670234, 0.0219657259, 0.0000138403, -3.9260690430
0.2600000000, 0.6600000000, -0.0546535624, 0.2151669195, 0.0221999584, 0.0000128664, -3.6822070687
0.2600000000, 0.6800000000, -0.0494204005, 0.2177556778, 0.0223293330, 0.0000112858, -3.4836799840
0.2600000000, 0.7000000000, -0.0440993738, 0.2189860627, 0.0223382297, 0.0000093116, -3.3969984560
0.2600000000, 0.7200000000, -0.0386446680, 0.2186926918, 0.0222080850, 0.0000073507, -3.5274686075
0.2600000000, 0.7400000000, -0.0328965928, 0.2166850662, 0.0219167981, 0.0000061044, -4.0384358145
0.2600000000, 0.7600000000, -0.0265120849, 0.2127394427, 0.0214385077, 0.0000067143, -5.1764142113
0.2600000000, 0.7800000000, -0.0188624301, 0.2065907974, 0.0207450112, 0.0000109631, -7.2996857591
0.2600000000, 0.8000000000, -0.0088876637, 0.1979279504, 0.0198127394, 0.0000215338, -10.9019534287
0.2600000000, 0.8200000000, 0.0051003850, 0.1863982223, 0.0186467990, 0.0000423006, -16.6111723714
0.2600000000, 0.8400000000, 0.0256638204, 0.1716333228, 0.0173541434, 0.0000785686, -25.1247376730
0.2600000000, 0.8600000000, 0.0565043713, 0.1533153810, 0.0163396297, 0.0001370705, -37.0161224917
0.2600000000, 0.8800000000, 0.1026683469, 0.1313088935, 0.0166681778, 0.0002253554, -52.3239059483
0.2600000000, 0.9000000000, 0.1705238519, 0.1058839264, 0.0200723167, 0.0003500012, -69.8372769622
0.2600000000, 0.9200000000, 0.2672257360, 0.0780333740, 0.0278386065, 0.0005129501, -86.1361613648
0.2600000000, 0.9400000000, 0.3992953814, 0.0498208672, 0.0402391501, 0.0007057398, -94.5793341759
0.2600000000, 0.9600000000, 0.5699378080, 0.0245689640, 0.0570467123, 0.0009022327, -86.9927667404
0.2600000000, 0.9800000000, 0.7758122748, 0.0065767719, 0.0775840151, 0.0010593634, -45.4616599155
0.2600000000, 1.0000000000, 1.0000000000, 0.0000000000, 0.1000000000, 0.0010935977, -45.7831461449
0.2800000000, 0.0000000000, -0.0000000000, 0.0000000000, 0.0000000000, -0.0000355092, -0.5722435257
0.2800000000, 0.0200000000, -0.0072564653, 0.0004535260, 0.0007270624, -0.0000343713, -0.5861477903
0.2800000000, 0.0400000000, -0.0142840332, 0.0017398893, 0.0014389608, -0.0000334876, -0.5637267302
0.2800000000, 0.0600000000, -0.0211075286, 0.0037645488, 0.0021440606, -0.0000327733, -0.5964400648
0.2800000000, 0.0800000000, -0.0277395390, 0.0064508365, 0.0028479735, -0.0000321912, -0.6685092335
0.2800000000, 0.1000000000, -0.0341859755, 0.0097374892, 0.0035545740, -0.0000317073, -0.7748188855
0.2800000000, 0.1200000000, -0.0404470983, 0.0135765908, 0.0042664875, -0.0000312945, -0.9099447311
0.2800000000, 0.1400000000, -0.0465185934, 0.0179313695, 0.0049854925, -0.0000309279, -1.0697211321
0.2800000000, 0.1600000000, -0.0523921131, 0.0227740051, 0.0057127829, -0.0000305831, -1.2509270351
0.2800000000, 0.1800000000, -0.0580554440, 0.0280835001, 0.0064491221, -0.0000302333, -1.4511454995
0.2800000000, 0.2000000000, -0.0634924169, 0.0338436537, 0.0071949148, -0.0000298487, -1.6685559828
0.2800000000, 0.2200000000, -0.0686826775, 0.0400411588, 0.0079502230, -0.0000293956, -1.9016226301
0.2800000000, 0.2400000000, -0.0736014430, 0.0466638320, 0.0087147494, -0.0000288373, -2.1487849813
0.2800000000, 0.2600000000, -0.0782193560, 0.0536989722, 0.0094878065, -0.0000281351, -2.4081885202
0.2800000000, 0.2800000000, -0.0825025242, 0.0611318362, 0.0102682851, -0.0000272505, -2.6774680711
0.2800000000, 0.3000000000, -0.0864128130, 0.0689442265, 0.0110546283, -0.0000261468, -2.9535924515
0.2800000000, 0.3200000000, -0.0899084382, 0.0771131935, 0.0118448182, -0.0000247920, -3.2327744814
0.2800000000, 0.3400000000, -0.0929448800, 0.0856098641, 0.0126363759, -0.0000231612, -3.5104495357
0.2800000000, 0.3600000000, -0.0954761241, 0.0943984192, 0.0134263740, -0.0000212394, -3.7813215113
0.2800000000, 0.3800000000, -0.0974562084, 0.1034352478, 0.0142114612, -0.0000190231, -4.0394716749
0.2800000000, 0.4000000000, -0.0988410370, 0.1126683101, 0.0149878947, -0.0000165228, -4.2785241809
0.2800000000, 0.4200000000, -0.0995904006, 0.1220367392, 0.0157515757, -0.0000137645, -4.4918603639
0.2800000000, 0.4400000000, -0.0996701198, 0.1314707047, 0.0164980844, -0.0000107899, -4.6728719899
0.2800000000, 0.4600000000, -0.0990542127, 0.1408915482, 0.0172227075, -0.0000076572, -4.8152423531
0.2800000000, 0.4800000000, -0.0977269678, 0.1502121830, 0.0179204520, -0.0000044396, -4.9132446703
0.2800000000, 0.5000000000, -0.0956847906, 0.1593377316, 0.0185860410, -0.0000012245, -4.9620511807
0.2800000000, 0.5200000000, -0.0929376786, 0.1681663477, 0.0192138837, 0.0000018903, -4.9580554742
0.2800000000, 0.5400000000, -0.0895101622, 0.1765901478, 0.0197980174, 0.0000047992, -4.8992270393
0.2800000000, 0.5600000000, -0.0854415312, 0.1844961532, 0.0203320156, 0.0000073946, -4.7855437349
0.2800000000, 0.5800000000, -0.0807851219, 0.1917671210, 0.0208088598, 0.0000095727, -4.6195888254
0.2800000000, 0.6000000000, -0.0756063726, 0.1982821255, 0.0212207740, 0.0000112418, -4.4074599186
0.2800000000, 0.6200000000, -0.0699792304, 0.2039167362, 0.0215590185, 0.0000123333, -4.1602249386
0.2800000000, 0.6400000000, -0.0639802753, 0.2085426269, 0.0218136432, 0.0000128161, -3.8962834782
0.2800000000, 0.6600000000, -0.0576795843, 0.2120264436, 0.0219731990, 0.0000127182, -3.6451562135
0.2800000000, 0.6800000000, -0.0511268095, 0.2142277606, 0.0220244147, 0.0000121565, -3.4534238326
0.2800000000, 0.7000000000, -0.0443301270, 0.2149959747, 0.0219518631, 0.0000113825, -3.3937290246
0.2800000000, 0.7200000000, -0.0372245486, 0.2141660603, 0.0217377019, 0.0000108488, -3.5778218357
0.2800000000, 0.7400000000, -0.0296245599, 0.2115532973, 0.0213617443, 0.0000113065, -4.1743003929
0.2800000000, 0.7600000000, -0.0211542954, 0.2069475230, 0.0208025915, 0.0000139419, -5.4304497672
0.2800000000, 0.7800000000, -0.0111470065, 0.2001083708, 0.0200418602, 0.0000205602, -7.6945173097
0.2800000000, 0.8000000000, 0.0014943458, 0.1907646929, 0.0190770546, 0.0000338096, -11.4285953990
0.2800000000, 0.8200000000, 0.0184794356, 0.1786243216, 0.0179577665, 0.0000574108, -17.1916041797
0.2800000000, 0.8400000000, 0.0423475269, 0.1634047630, 0.0168802931, 0.0000963008, -25.5560864542
0.2800000000, 0.8600000000, 0.0766838035, 0.1449007986, 0.0163940987, 0.0001565009, -36.9040850661
0.2800000000, 0.8800000000, 0.1262513497, 0.1231088077, 0.0176338260, 0.0002443840, -51.0373911224
0.2800000000, 0.9000000000, 0.1968817527, 0.0984236491, 0.0220112788, 0.0003648790, -66.5598228485
0.2800000000, 0.9200000000, 0.2948794607, 0.0719005460, 0.0303518673, 0.0005181379, -80.1352551263
0.2800000000, 0.9400000000, 0.4256526485, 0.0455176338, 0.0428079469, 0.0006947138, -85.8168847708
0.2800000000, 0.9600000000, 0.5913227092, 0.0222791406, 0.0591742264, 0.0008699831, -76.8134047303
0.2800000000, 0.9800000000, 0.7880461457, 0.0059264434, 0.0788068430, 0.0010059407, -37.8348672150
0.2800000000, 1.0000000000, 1.0000000000, 0.0000000000, 0.1000000000, 0.0010300274, -38.0760448369
0.3000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, -0.0000400075, -0.8344926390
0.3000000000, 0.0200000000, -0.0081323088, 0.0004409086, 0.0008144252, -0.0000383339, -0.8479981062
0.3000000000, 0.0400000000, -0.0159308205, 0.0016901251, 0.0016020224, -0.0000370786, -0.7747754985
0.3000000000, 0.0600000000, -0.0234407255, 0.0036539507, 0.0023723806, -0.0000361217, -0.7660985747
0.3000000000, 0.0800000000, -0.0306909680, 0.0062567426, 0.0031322234, -0.0000354140, -0.8004784091
0.3000000000, 0.1000000000, -0.0377019215, 0.0094383839, 0.0038865383, -0.0000349069, -0.8736102606
0.3000000000, 0.1200000000, -0.0444861535, 0.0131522093, 0.0046389637, -0.0000345576, -0.9801926252
0.3000000000, 0.1400000000, -0.0510495192, 0.0173629016, 0.0053921459, -0.0000343259, -1.1161930555
0.3000000000, 0.1600000000, -0.0573917253, 0.0220444135, 0.0061479804, -0.0000341720, -1.2784627515
0.3000000000, 0.1800000000, -0.0635065693, 0.0271779283, 0.0069077667, -0.0000340549, -1.4645978442
0.3000000000, 0.2000000000, -0.0693819372, 0.0327498821, 0.0076722930, -0.0000339308, -1.6726852358
0.3000000000, 0.2200000000, -0.0749996785, 0.0387500593, 0.0084418712, -0.0000337536, -1.9010283601
0.3000000000, 0.2400000000, -0.0803354678, 0.0451697676, 0.0092163416, -0.0000334746, -2.1478647489
0.3000000000, 0.2600000000, -0.0853587591, 0.0520000920, 0.0099950624, -0.0000330442, -2.4110967978
0.3000000000, 0.2800000000, -0.0900329220, 0.0592302275, 0.0107768951, -0.0000324131, -2.6880631493
0.3000000000, 0.3000000000, -0.0943156357, 0.0668458946, 0.0115601958, -0.0000315351, -2.9753640936
0.3000000000, 0.3200000000, -0.0981595938, 0.0748278501, 0.0123428169, -0.0000303691, -3.2687496823
0.3000000000, 0.3400000000, -0.1015135546, 0.0831505170, 0.0131221226, -0.0000288817, -3.5630780337
0.3000000000, 0.3600000000, -0.1043237474, 0.0917807628, 0.0138950181, -0.0000270503, -3.8523484226
0.3000000000, 0.3800000000, -0.1065356223, 0.1006768668, 0.0146579911, -0.0000248654, -4.1298102645
0.3000000000, 0.4000000000, -0.1080959023, 0.1097877179, 0.0154071630, -0.0000223324, -4.3881453835
0.3000000000, 0.4200000000, -0.1089548742, 0.1190522818, 0.0161383427, -0.0000194735, -4.6197170658
0.3000000000, 0.4400000000, -0.1090688238, 0.1283993699, 0.0168470788, -0.0000163287, -4.8168755873
0.3000000000, 0.4600000000, -0.1084025006, 0.1377477290, 0.0175287019, -0.0000129556, -4.9723069169
0.3000000000, 0.4800000000, -0.1069314734, 0.1470064492, 0.0181783487, -0.0000094285, -5.0794104750
0.3000000000, 0.5000000000, -0.1046442197, 0.1560756662, 0.0187909623, -0.0000058363, -5.1326948511
0.3000000000, 0.5200000000, -0.1015437796, 0.1648475067, 0.0193612602, -0.0000022797, -5.1281892410
0.3000000000, 0.5400000000, -0.0976487866, 0.1732072008, 0.0198836667, 0.0000011337, -5.0638853601
0.3000000000, 0.5600000000, -0.0929936704, 0.1810342566, 0.0203522050, 0.0000042948, -4.9402525753
0.3000000000, 0.5800000000, -0.0876277881, 0.1882035733, 0.0207603503, 0.0000071004, -4.7609116250
0.3000000000, 0.6000000000, -0.0816131779, 0.1945863534, 0.0211008435, 0.0000094620, -4.5336143443
