TITLE="Solution_n=29_m=29_Re=400_BCM=0_CM=2_G=1.00_U=0.10.dat" VARIABLES="x", "y", "u", "v", "vmag", "omegaxy", "vortz" ZONE T="Solution_n=29_m=29_Re=400_BCM=0_CM=2_G=1.00_U=0.10.dat" I=29 J=29 F=POINT
0.6379310345, 0.5689655172, -0.1172399651, 0.0632396143, 0.0133208326, -0.0000232695, -2.5509583838
0.6724137931, 0.5689655172, -0.1393653037, 0.0016341726, 0.0139374884, -0.0000216869, -2.7578330106
0.7068965517, 0.5689655172, -0.1594638017, -0.0627369149, 0.0171361094, -0.0000228211, -2.8632895940
0.7413793103, 0.5689655172, -0.1769088000, -0.1294024954, 0.0219184236, -0.0000260223, -2.8028523831
0.7758620690, 0.5689655172, -0.1885428373, -0.1955153891, 0.0271614928, -0.0000295115, -2.4557363025
0.8103448276, 0.5689655172, -0.1885197959, -0.2534371874, 0.0315864087, -0.0000279705, -1.6763581807
0.8448275862, 0.5689655172, -0.1703485618, -0.2887798103, 0.0335279602, -0.0000143747, -0.4205550410
0.8793103448, 0.5689655172, -0.1320768242, -0.2846987084, 0.0313843340, 0.0000132694, 1.0726767254
0.9137931034, 0.5689655172, -0.0812418603, -0.2336180592, 0.0247341136, 0.0000456934, 2.2895738219
0.9482758621, 0.5689655172, -0.0335171185, -0.1476735060, 0.0151429395, 0.0000657149, 2.8428149061
0.9827586207, 0.5689655172, -0.0050071672, -0.0491403060, 0.0049394751, 0.0000710470, 3.0683753193
0.0172413793, 0.6034482759, 0.0011869999, 0.0550639709, 0.0055076763, 0.0000792527, 3.2191787030
0.0517241379, 0.6034482759, 0.0071986036, 0.1487603173, 0.0148934388, 0.0000578134, 2.1389179598
0.0862068966, 0.6034482759, 0.0151003091, 0.2071806491, 0.0207730211, 0.0000327026, 0.9612502370
0.1206896552, 0.6034482759, 0.0227155881, 0.2271871149, 0.0228319914, 0.0000087293, -0.2966184454
0.1551724138, 0.6034482759, 0.0298847422, 0.2082188919, 0.0210352573, -0.0000177168, -1.4942321822
0.1896551724, 0.6034482759, 0.0336670226, 0.1521353356, 0.0155816009, -0.0000427440, -2.3307414368
0.2241379310, 0.6034482759, 0.0271610446, 0.0749523824, 0.0079721904, -0.0000498519, -2.3846231734
0.2586206897, 0.6034482759, 0.0094274390, 0.0109338100, 0.0014436925, -0.0000232415, -1.5734406550
0.2931034483, 0.6034482759, -0.0072857367, -0.0114125949, 0.0013539914, 0.0000126970, -0.5279888481
0.3275862069, 0.6034482759, -0.0100856435, -0.0017436391, 0.0010235257, 0.0000222917, -0.0062377184
0.3620689655, 0.6034482759, 0.0003948060, 0.0093751540, 0.0009383463, 0.0000065098, -0.1286073989
0.3965517241, 0.6034482759, 0.0140928306, 0.0000542630, 0.0014092935, -0.0000218522, -0.3129139481
0.4310344828, 0.6034482759, 0.0142797661, -0.0174225248, 0.0022526786, -0.0000190420, 0.5137420036
0.4655172414, 0.6034482759, -0.0091562077, 0.0135672603, 0.0016367855, 0.0000364883, 2.1675062869
0.5000000000, 0.6034482759, -0.0385438475, 0.1012057240, 0.0108296938, 0.0000639719, 2.6820150731
0.5344827586, 0.6034482759, -0.0532519029, 0.1737853194, 0.0181761114, 0.0000274204, 1.2626578519
0.5689655172, 0.6034482759, -0.0597773110, 0.1822117185, 0.0191766622, -0.0000116125, -0.7587113227
0.6034482759, 0.6034482759, -0.0708347512, 0.1417704189, 0.0158481588, -0.0000229543, -2.1026651908
0.6379310345, 0.6034482759, -0.0866401966, 0.0834079184, 0.0120263895, -0.0000209936, -2.6839099943
0.6724137931, 0.6034482759, -0.1037089092, 0.0209409705, 0.0105801995, -0.0000181861, -2.9303823110
0.7068965517, 0.6034482759, -0.1216279678, -0.0437455851, 0.0129255711, -0.0000180193, -3.0891038759
0.7413793103, 0.6034482759, -0.1407396530, -0.1118919736, 0.0179798397, -0.0000213116, -3.1772157636
0.7758620690, 0.6034482759, -0.1589421174, -0.1838408669, 0.0243022758, -0.0000274363, -3.0726645725
0.8103448276, 0.6034482759, -0.1702979169, -0.2550629280, 0.0306689546, -0.0000312457, -2.5431912477
0.8448275862, 0.6034482759, -0.1657403605, -0.3111029569, 0.0352498109, -0.0000227075, -1.3589369299
0.8793103448, 0.6034482759, -0.1381065652, -0.3281128528, 0.0355993634, 0.0000059142, 0.4119190281
0.9137931034, 0.6034482759, -0.0904705298, -0.2865802833, 0.0300521506, 0.0000476714, 2.2045995615
0.9482758621, 0.6034482759, -0.0391545227, -0.1908215448, 0.0194797173, 0.0000806150, 3.3550088670
0.9827586207, 0.6034482759, -0.0059915330, -0.0656335922, 0.0065906501, 0.0000948423, 4.0846447154
0.0172413793, 0.6379310345, 0.0014494343, 0.0511375920, 0.0051158129, 0.0000736512, 3.0204821030
0.0517241379, 0.6379310345, 0.0090659242, 0.1398536117, 0.0140147150, 0.0000556042, 2.0785472747
0.0862068966, 0.6379310345, 0.0201369702, 0.1972735672, 0.0198298658, 0.0000310989, 1.0224085154
0.1206896552, 0.6379310345, 0.0315459123, 0.2178666377, 0.0220138630, 0.0000061349, -0.1330085598
0.1551724138, 0.6379310345, 0.0408075049, 0.2013994999, 0.0205492119, -0.0000191484, -1.1778266686
0.1896551724, 0.6379310345, 0.0441305516, 0.1530849036, 0.0159318842, -0.0000388323, -1.8784600758
0.2241379310, 0.6379310345, 0.0374371577, 0.0877203450, 0.0095375048, -0.0000438126, -2.0313297796
0.2586206897, 0.6379310345, 0.0221437020, 0.0295439337, 0.0036921370, -0.0000256103, -1.5893755450
0.2931034483, 0.6379310345, 0.0075694486, -0.0003483235, 0.0007577459, 0.0000008829, -0.8194155114
0.3275862069, 0.6379310345, 0.0010390613, -0.0033350627, 0.0003493178, 0.0000097993, -0.1925914132
0.3620689655, 0.6379310345, 0.0004395543, 0.0010462776, 0.0001134859, -0.0000022210, 0.0549554674
0.3965517241, 0.6379310345, 0.0000875925, -0.0032098144, 0.0003211009, -0.0000203680, 0.3243752738
0.4310344828, 0.6379310345, -0.0089132252, -0.0019264845, 0.0009119042, -0.0000086660, 1.2064861286
0.4655172414, 0.6379310345, -0.0294790271, 0.0411828566, 0.0050646231, 0.0000379192, 2.1942401945
0.5000000000, 0.6379310345, -0.0473001751, 0.1188639395, 0.0127929444, 0.0000565657, 2.0650708936
0.5344827586, 0.6379310345, -0.0509887227, 0.1766345641, 0.0183846727, 0.0000290503, 0.7324078424
0.5689655172, 0.6379310345, -0.0469931112, 0.1837473021, 0.0189661339, -0.0000022080, -0.8497827339
0.6034482759, 0.6379310345, -0.0464406209, 0.1501869593, 0.0157203225, -0.0000161833, -2.0063652221
0.6379310345, 0.6379310345, -0.0529721726, 0.0965329266, 0.0110112020, -0.0000177728, -2.6384150333
0.6724137931, 0.6379310345, -0.0644234754, 0.0362265877, 0.0073910418, -0.0000154541, -2.9243249594
0.7068965517, 0.6379310345, -0.0792550991, -0.0260707714, 0.0083432942, -0.0000143385, -3.0912926475
0.7413793103, 0.6379310345, -0.0978857533, -0.0917306308, 0.0134149653, -0.0000171355, -3.2692238468
0.7758620690, 0.6379310345, -0.1198058901, -0.1643121406, 0.0203351742, -0.0000250062, -3.4036593463
0.8103448276, 0.6379310345, -0.1403893860, -0.2439495475, 0.0281461474, -0.0000342774, -3.2232264153
0.8448275862, 0.6379310345, -0.1496786984, -0.3192253787, 0.0352574184, -0.0000330996, -2.3130640433
0.8793103448, 0.6379310345, -0.1359623595, -0.3618892198, 0.0386587080, -0.0000066463, -0.4603685086
0.9137931034, 0.6379310345, -0.0959919013, -0.3383896282, 0.0351741362, 0.0000441149, 1.8832481575
0.9482758621, 0.6379310345, -0.0439503492, -0.2384628930, 0.0242479246, 0.0000942447, 3.7950792264
0.9827586207, 0.6379310345, -0.0069016834, -0.0849534294, 0.0085233317, 0.0001226680, 5.2533761949
0.0172413793, 0.6724137931, 0.0016059930, 0.0465799487, 0.0046607626, 0.0000671367, 2.7862618573
0.0517241379, 0.6724137931, 0.0099864909, 0.1291279520, 0.0129513544, 0.0000521473, 1.9899911262
0.0862068966, 0.6724137931, 0.0226024030, 0.1845665526, 0.0185945371, 0.0000286761, 1.0753678838
0.1206896552, 0.6724137931, 0.0360145249, 0.2061179857, 0.0209240699, 0.0000052115, 0.0550962332
0.1551724138, 0.6724137931, 0.0463324335, 0.1941187772, 0.0199571526, -0.0000177136, -0.8462289270
0.1896551724, 0.6724137931, 0.0495368384, 0.1544307542, 0.0162181245, -0.0000347872, -1.4777243990
0.2241379310, 0.6724137931, 0.0437117836, 0.0987168567, 0.0107961742, -0.0000405505, -1.7210890894
0.2586206897, 0.6724137931, 0.0309708771, 0.0450638313, 0.0054680381, -0.0000293872, -1.4513434650
0.2931034483, 0.6724137931, 0.0163466815, 0.0122288917, 0.0020414695, -0.0000096111, -0.7835691386
0.3275862069, 0.6724137931, 0.0045911240, 0.0034098803, 0.0005718890, 0.0000012434, -0.1772760769
0.3620689655, 0.6724137931, -0.0032699779, 0.0046129917, 0.0005654418, -0.0000011471, 0.0795420327
0.3965517241, 0.6724137931, -0.0112506400, 0.0043782008, 0.0012072512, -0.0000051816, 0.3369061720
0.4310344828, 0.6724137931, -0.0245335029, 0.0147426434, 0.0028622339, 0.0000117932, 1.0083832166
0.4655172414, 0.6724137931, -0.0396926938, 0.0579712561, 0.0070257928, 0.0000455230, 1.6542961536
0.5000000000, 0.6724137931, -0.0455108223, 0.1234377049, 0.0131560260, 0.0000537505, 1.4327143456
0.5344827586, 0.6724137931, -0.0388794259, 0.1702214298, 0.0174605111, 0.0000309450, 0.3308039320
0.5689655172, 0.6724137931, -0.0276192101, 0.1763086419, 0.0178458841, 0.0000056996, -0.9260421519
0.6034482759, 0.6724137931, -0.0196791114, 0.1490396242, 0.0150333220, -0.0000087960, -1.8676482233
0.6379310345, 0.6724137931, -0.0186409107, 0.1024682594, 0.0104150025, -0.0000135228, -2.4542103891
0.6724137931, 0.6724137931, -0.0246350238, 0.0473333986, 0.0053360426, -0.0000129745, -2.7637375853
0.7068965517, 0.6724137931, -0.0363925900, -0.0105869638, 0.0037901245, -0.0000118394, -2.9318634788
0.7413793103, 0.6724137931, -0.0535173086, -0.0713082178, 0.0089156964, -0.0000139427, -3.1329906845
0.7758620690, 0.6724137931, -0.0764259068, -0.1400298594, 0.0159528307, -0.0000222845, -3.4401022196
0.8103448276, 0.6724137931, -0.1029196782, -0.2222197740, 0.0244896076, -0.0000360850, -3.6352621166
0.8448275862, 0.6724137931, -0.1241583746, -0.3125389827, 0.0336297365, -0.0000439629, -3.1603171470
0.8793103448, 0.6724137931, -0.1255212624, -0.3824084826, 0.0402482093, -0.0000238188, -1.4609049812
0.9137931034, 0.6724137931, -0.0969233863, -0.3849404899, 0.0396955065, 0.0000335797, 1.3137524293
0.9482758621, 0.6724137931, -0.0474479258, -0.2886402751, 0.0292514126, 0.0001046766, 4.1088573492
0.9827586207, 0.6724137931, -0.0076916839, -0.1067814655, 0.0107058131, 0.0001539912, 6.5347374526
0.0172413793, 0.7068965517, 0.0014988536, 0.0418793463, 0.0041906160, 0.0000602201, 2.5457403873
0.0517241379, 0.7068965517, 0.0098117608, 0.1178734803, 0.0118281140, 0.0000484004, 1.8676654074
0.0862068966, 0.7068965517, 0.0229637016, 0.1705113429, 0.0172050718, 0.0000268655, 1.0922045910
0.1206896552, 0.7068965517, 0.0372983968, 0.1930440712, 0.0196614302, 0.0000060563, 0.2537162427
0.1551724138, 0.7068965517, 0.0474808889, 0.1869780483, 0.0192912481, -0.0000156121, -0.5126823689
0.1896551724, 0.7068965517, 0.0506406585, 0.1555255078, 0.0163562404, -0.0000313033, -1.1558952840
0.2241379310, 0.7068965517, 0.0467660341, 0.1074413898, 0.0117178130, -0.0000365379, -1.4641141799
0.2586206897, 0.7068965517, 0.0357483898, 0.0593176312, 0.0069256976, -0.0000287226, -1.2617519725
0.2931034483, 0.7068965517, 0.0199547486, 0.0274529511, 0.0033939012, -0.0000134520, -0.7434627717
0.3275862069, 0.7068965517, 0.0056490976, 0.0145589842, 0.0015616540, -0.0000021921, -0.2845626596
0.3620689655, 0.7068965517, -0.0040777826, 0.0123833592, 0.0013037480, 0.0000012658, -0.0166992193
0.3965517241, 0.7068965517, -0.0130176642, 0.0150507282, 0.0019899347, 0.0000042639, 0.2367562686
0.4310344828, 0.7068965517, -0.0248638401, 0.0291286548, 0.0038297377, 0.0000204138, 0.6711430954
0.4655172414, 0.7068965517, -0.0348733555, 0.0666096831, 0.0075186440, 0.0000444899, 1.0644688466
0.5000000000, 0.7068965517, -0.0338578872, 0.1186631537, 0.0123398949, 0.0000486708, 0.9024054570
0.5344827586, 0.7068965517, -0.0209318500, 0.1565806215, 0.0157973521, 0.0000308188, 0.1019532272
0.5689655172, 0.7068965517, -0.0043099408, 0.1631572991, 0.0163214215, 0.0000102921, -0.8904829180
0.6034482759, 0.7068965517, 0.0085223222, 0.1416446518, 0.0141900801, -0.0000032503, -1.6832482875
0.6379310345, 0.7068965517, 0.0145774907, 0.1024482617, 0.0103480189, -0.0000094065, -2.1922398778
0.6724137931, 0.7068965517, 0.0131238936, 0.0544387745, 0.0055998364, -0.0000104484, -2.4863339304
0.7068965517, 0.7068965517, 0.0043007658, 0.0027626800, 0.0005111652, -0.0000098594, -2.6676617546
0.7413793103, 0.7068965517, -0.0112603259, -0.0518914704, 0.0053099149, -0.0000116053, -2.8722756492
0.7758620690, 0.7068965517, -0.0334690174, -0.1142213341, 0.0119023898, -0.0000194639, -3.2551084573
0.8103448276, 0.7068965517, -0.0621907771, -0.1933856615, 0.0203139624, -0.0000357221, -3.7642077214
0.8448275862, 0.7068965517, -0.0919145002, -0.2925159257, 0.0306616768, -0.0000527179, -3.8192528542
0.8793103448, 0.7068965517, -0.1076117990, -0.3878516500, 0.0402503667, -0.0000433810, -2.5036308815
0.9137931034, 0.7068965517, -0.0928273097, -0.4224852236, 0.0432562913, 0.0000156562, 0.5148911234
0.9482758621, 0.7068965517, -0.0491607971, -0.3388286818, 0.0342376488, 0.0001102457, 4.2474754112
0.9827586207, 0.7068965517, -0.0082970177, -0.1306357225, 0.0130898940, 0.0001880644, 7.8547241051
0.0172413793, 0.7413793103, 0.0013822300, 0.0375362526, 0.0037561694, 0.0000538792, 2.2753280093
0.0517241379, 0.7413793103, 0.0098139767, 0.1065452677, 0.0106996300, 0.0000466868, 1.7099092224
0.0862068966, 0.7413793103, 0.0224485393, 0.1560998447, 0.0157705734, 0.0000253622, 1.1368861269
0.1206896552, 0.7413793103, 0.0349835584, 0.1808327135, 0.0184185558, 0.0000056290, 0.4794743456
0.1551724138, 0.7413793103, 0.0441712749, 0.1802569051, 0.0185590014, -0.0000141940, -0.2844149698
0.1896551724, 0.7413793103, 0.0497170960, 0.1542936915, 0.0162105931, -0.0000266460, -0.9382339785
0.2241379310, 0.7413793103, 0.0484772987, 0.1139663383, 0.0123848192, -0.0000310509, -1.1809371935
0.2586206897, 0.7413793103, 0.0379998158, 0.0736036804, 0.0082834098, -0.0000261557, -1.0693748392
0.2931034483, 0.7413793103, 0.0228613291, 0.0433085555, 0.0048972149, -0.0000142957, -0.7908303364
0.3275862069, 0.7413793103, 0.0091465431, 0.0265980392, 0.0028126766, -0.0000035734, -0.4542914073
0.3620689655, 0.7413793103, -0.0016265636, 0.0213928307, 0.0021454578, 0.0000022650, -0.1363296057
0.3965517241, 0.7413793103, -0.0108333630, 0.0247063430, 0.0026977122, 0.0000075113, 0.1487792574
0.4310344828, 0.7413793103, -0.0192602786, 0.0389865617, 0.0043484599, 0.0000203771, 0.4522445282
0.4655172414, 0.7413793103, -0.0235698394, 0.0694057131, 0.0073298638, 0.0000372647, 0.6670461895
0.5000000000, 0.7413793103, -0.0177747430, 0.1088297770, 0.0110271764, 0.0000405020, 0.5287445321
0.5344827586, 0.7413793103, -0.0014165375, 0.1383911893, 0.0138398439, 0.0000281441, -0.0215178251
0.5689655172, 0.7413793103, 0.0188574353, 0.1455120346, 0.0146728849, 0.0000122311, -0.7578809673
0.6034482759, 0.7413793103, 0.0356979400, 0.1300031383, 0.0134815277, 0.0000003615, -1.4231136321
0.6379310345, 0.7413793103, 0.0453421690, 0.0983449865, 0.0108294269, -0.0000060033, -1.8855492901
0.6724137931, 0.7413793103, 0.0471507000, 0.0579795489, 0.0074731631, -0.0000079573, -2.1536683267
0.7068965517, 0.7413793103, 0.0412538380, 0.0138550408, 0.0043518287, -0.0000077524, -2.3378462638
0.7413793103, 0.7413793103, 0.0275866532, -0.0336792367, 0.0043535209, -0.0000091704, -2.5722745447
0.7758620690, 0.7413793103, 0.0065701405, -0.0890395725, 0.0089281646, -0.0000163105, -2.9885702288
0.8103448276, 0.7413793103, -0.0216137373, -0.1617541601, 0.0163191795, -0.0000329943, -3.6753997226
0.8448275862, 0.7413793103, -0.0552276145, -0.2623660821, 0.0268115741, -0.0000567882, -4.2402290144
0.8793103448, 0.7413793103, -0.0828263615, -0.3778557795, 0.0386827088, -0.0000613198, -3.5193266533
0.9137931034, 0.7413793103, -0.0834101508, -0.4480676056, 0.0455765107, -0.0000086906, -0.4918827405
0.9482758621, 0.7413793103, -0.0485277633, -0.3862836166, 0.0389319889, 0.0001094886, 4.1820584645
0.9827586207, 0.7413793103, -0.0084744586, -0.1556363752, 0.0155866923, 0.0002237665, 9.1360048278
0.0172413793, 0.7758620690, 0.0020521490, 0.0326495023, 0.0032713932, 0.0000475851, 2.0234944682
0.0517241379, 0.7758620690, 0.0104505789, 0.0957254184, 0.0096294186, 0.0000452637, 1.6926963918
0.0862068966, 0.7758620690, 0.0188452076, 0.1451460666, 0.0146364348, 0.0000207077, 1.2561879518
0.1206896552, 0.7758620690, 0.0283882609, 0.1705606100, 0.0172906955, 0.0000045655, 0.5099118204
0.1551724138, 0.7758620690, 0.0405566924, 0.1704416516, 0.0175200462, -0.0000098004, -0.2262554906
0.1896551724, 0.7758620690, 0.0490558834, 0.1504062490, 0.0158204044, -0.0000206678, -0.6471543061
0.2241379310, 0.7758620690, 0.0475199674, 0.1202094826, 0.0129261236, -0.0000268390, -0.8640101755
0.2586206897, 0.7758620690, 0.0388405959, 0.0861290760, 0.0094481795, -0.0000236343, -0.9679008074
0.2931034483, 0.7758620690, 0.0274891305, 0.0568889888, 0.0063182350, -0.0000134304, -0.8462335571
0.3275862069, 0.7758620690, 0.0150638147, 0.0389009907, 0.0041715772, -0.0000038088, -0.5666835707
0.3620689655, 0.7758620690, 0.0034325629, 0.0316617747, 0.0031847299, 0.0000027603, -0.2910094649
0.3965517241, 0.7758620690, -0.0056845717, 0.0329755067, 0.0033461895, 0.0000089373, -0.0432018821
0.4310344828, 0.7758620690, -0.0113537478, 0.0441166164, 0.0045554181, 0.0000187876, 0.2015220574
0.4655172414, 0.7758620690, -0.0110333256, 0.0669345376, 0.0067837796, 0.0000299259, 0.3498398745
0.5000000000, 0.7758620690, -0.0013375511, 0.0955766762, 0.0095586035, 0.0000321819, 0.2519956394
0.5344827586, 0.7758620690, 0.0172343956, 0.1177083724, 0.0118963378, 0.0000241646, -0.1115865095
0.5689655172, 0.7758620690, 0.0395696611, 0.1245812040, 0.0130714324, 0.0000125864, -0.6192488634
0.6034482759, 0.7758620690, 0.0595010418, 0.1146628505, 0.0129181822, 0.0000028864, -1.1318308744
0.6379310345, 0.7758620690, 0.0725917833, 0.0911019070, 0.0116486585, -0.0000028393, -1.5530687362
0.6724137931, 0.7758620690, 0.0771627980, 0.0587797946, 0.0097000833, -0.0000050840, -1.8360039074
0.7068965517, 0.7758620690, 0.0738727570, 0.0221755490, 0.0077129367, -0.0000051763, -2.0236330094
0.7413793103, 0.7758620690, 0.0632433052, -0.0175150703, 0.0065623878, -0.0000057858, -2.2786236428
0.7758620690, 0.7758620690, 0.0445643509, -0.0651523512, 0.0078935481, -0.0000113873, -2.7607508435
0.8103448276, 0.7758620690, 0.0179585562, -0.1306917083, 0.0131919795, -0.0000274246, -3.5426894660
0.8448275862, 0.7758620690, -0.0155865325, -0.2271036727, 0.0227637910, -0.0000549438, -4.4424771520
0.8793103448, 0.7758620690, -0.0506011395, -0.3534491648, 0.0357052920, -0.0000725404, -4.4184873489
0.9137931034, 0.7758620690, -0.0673321992, -0.4587308033, 0.0463645959, -0.0000361814, -1.6960285995
0.9482758621, 0.7758620690, -0.0451473918, -0.4281626547, 0.0430536347, 0.0001006778, 3.8745490932
0.9827586207, 0.7758620690, -0.0082085809, -0.1804320475, 0.0180618672, 0.0002590554, 10.3245877135
0.0172413793, 0.8103448276, 0.0016379872, 0.0270188133, 0.0027068418, 0.0000391960, 2.0772028954
0.0517241379, 0.8103448276, 0.0055728588, 0.0894945496, 0.0089667894, 0.0000389146, 1.7773536743
0.0862068966, 0.8103448276, 0.0106500791, 0.1381192832, 0.0138529277, 0.0000151671, 1.0816970769
0.1206896552, 0.8103448276, 0.0251128109, 0.1558911764, 0.0157900957, 0.0000089920, 0.3511199539
0.1551724138, 0.8103448276, 0.0396207408, 0.1585006830, 0.0163377690, -0.0000049021, 0.0822711888
0.1896551724, 0.8103448276, 0.0441162585, 0.1485581539, 0.0154970221, -0.0000191674, -0.2589223403
0.2241379310, 0.8103448276, 0.0437870343, 0.1242362745, 0.0131726824, -0.0000240630, -0.7261395638
0.2586206897, 0.8103448276, 0.0414311018, 0.0935495134, 0.0102313477, -0.0000190719, -0.9242424914
0.2931034483, 0.8103448276, 0.0339941789, 0.0678882196, 0.0075923742, -0.0000104356, -0.8355162573
0.3275862069, 0.8103448276, 0.0230009545, 0.0509517723, 0.0055902835, -0.0000024074, -0.6861392952
0.3620689655, 0.8103448276, 0.0125175705, 0.0418079435, 0.0043641651, 0.0000045185, -0.5442469653
0.3965517241, 0.8103448276, 0.0046009189, 0.0399345745, 0.0040198740, 0.0000110087, -0.3824410507
0.4310344828, 0.8103448276, 0.0008006794, 0.0460900079, 0.0046096962, 0.0000185358, -0.2045680336
0.4655172414, 0.8103448276, 0.0037633325, 0.0607680189, 0.0060884438, 0.0000257371, -0.0778455997
0.5000000000, 0.8103448276, 0.0156200822, 0.0799694926, 0.0081480714, 0.0000270501, -0.0996833120
0.5344827586, 0.8103448276, 0.0352836117, 0.0957127825, 0.0102009166, 0.0000217944, -0.2983417784
0.5689655172, 0.8103448276, 0.0585187315, 0.1018128103, 0.0117432067, 0.0000137189, -0.6154396732
0.6034482759, 0.8103448276, 0.0802759447, 0.0962787656, 0.0125354808, 0.0000063284, -0.9720816550
0.6379310345, 0.8103448276, 0.0965673019, 0.0803879119, 0.0125648160, 0.0000017992, -1.3136996556
0.6724137931, 0.8103448276, 0.1048453012, 0.0567960402, 0.0119240628, 0.0000001744, -1.6200102547
0.7068965517, 0.8103448276, 0.1045198702, 0.0277548528, 0.0108142199, -0.0000000151, -1.8750122659
0.7413793103, 0.8103448276, 0.0974052111, -0.0052579706, 0.0097547021, -0.0000002292, -2.1329271722
0.7758620690, 0.8103448276, 0.0837901125, -0.0444423247, 0.0094846735, -0.0000029086, -2.6322674498
0.8103448276, 0.8103448276, 0.0607583526, -0.1011318276, 0.0117979761, -0.0000161954, -3.5393079612
0.8448275862, 0.8103448276, 0.0283926636, -0.1911456485, 0.0193242858, -0.0000455569, -4.6247764792
0.8793103448, 0.8103448276, -0.0097302266, -0.3184300603, 0.0318578688, -0.0000729295, -5.1327336087
0.9137931034, 0.8103448276, -0.0411561511, -0.4509659248, 0.0452840031, -0.0000609833, -3.0032551650
0.9482758621, 0.8103448276, -0.0374392898, -0.4594974451, 0.0461020176, 0.0000841818, 3.2144552635
0.9827586207, 0.8103448276, -0.0078913175, -0.2039605199, 0.0204113122, 0.0002915909, 11.2049369459
0.0172413793, 0.8448275862, -0.0024007478, 0.0268274505, 0.0026934656, 0.0000350507, 2.0622116415
0.0517241379, 0.8448275862, -0.0010250666, 0.0867903742, 0.0086796427, 0.0000451616, 1.1600531951
0.0862068966, 0.8448275862, 0.0106420360, 0.1235269680, 0.0123984534, 0.0000191041, 0.6353374355
0.1206896552, 0.8448275862, 0.0245544915, 0.1409238344, 0.0143047021, 0.0000080947, 0.7919595615
0.1551724138, 0.8448275862, 0.0275497949, 0.1541266102, 0.0156569484, -0.0000137674, 0.5923545086
0.1896551724, 0.8448275862, 0.0326481880, 0.1446242804, 0.0148263572, -0.0000226823, -0.2238059096
0.2241379310, 0.8448275862, 0.0425899176, 0.1205079436, 0.0127812619, -0.0000191245, -0.7101213465
0.2586206897, 0.8448275862, 0.0462334025, 0.0962790439, 0.0106804409, -0.0000128064, -0.8295507003
0.2931034483, 0.8448275862, 0.0425132003, 0.0760003468, 0.0087082862, -0.0000055419, -0.9079144646
0.3275862069, 0.8448275862, 0.0363034900, 0.0601460359, 0.0070253036, 0.0000029208, -0.9776728005
0.3620689655, 0.8448275862, 0.0299496386, 0.0497495044, 0.0058068873, 0.0000111404, -0.9943225391
0.3965517241, 0.8448275862, 0.0249727376, 0.0450231362, 0.0051485148, 0.0000182232, -0.9723252377
0.4310344828, 0.8448275862, 0.0235878369, 0.0459766078, 0.0051674312, 0.0000248411, -0.9144365744
0.4655172414, 0.8448275862, 0.0282148212, 0.0528881880, 0.0059943612, 0.0000302966, -0.8377405743
0.5000000000, 0.8448275862, 0.0404819236, 0.0636800794, 0.0075458191, 0.0000314178, -0.8064075034
0.5344827586, 0.8448275862, 0.0596530083, 0.0735823123, 0.0094725066, 0.0000279616, -0.8681575234
0.5689655172, 0.8448275862, 0.0825797596, 0.0783579512, 0.0113839296, 0.0000223709, -1.0206457927
0.6034482759, 0.8448275862, 0.1051162576, 0.0759083770, 0.0129659204, 0.0000169716, -1.2380816438
0.6379310345, 0.8448275862, 0.1237090342, 0.0661328430, 0.0140276434, 0.0000135070, -1.4852277873
0.6724137931, 0.8448275862, 0.1362545840, 0.0504487904, 0.0145294157, 0.0000127808, -1.7541064434
0.7068965517, 0.8448275862, 0.1411299370, 0.0297407237, 0.0144229573, 0.0000133837, -2.0804992593
0.7413793103, 0.8448275862, 0.1381445534, 0.0027803988, 0.0138172531, 0.0000128736, -2.4269758717
0.7758620690, 0.8448275862, 0.1302261800, -0.0305555762, 0.0133762854, 0.0000119118, -2.8384459901
0.8103448276, 0.8448275862, 0.1153454366, -0.0757828550, 0.0138013082, 0.0000044198, -3.7151126536
0.8448275862, 0.8448275862, 0.0860653368, -0.1542986173, 0.0176678537, -0.0000225152, -5.0092959904
0.8793103448, 0.8448275862, 0.0435602125, -0.2764969134, 0.0279907190, -0.0000584375, -5.8378944512
0.9137931034, 0.8448275862, -0.0012785381, -0.4236052923, 0.0423607222, -0.0000782199, -4.2447445693
0.9482758621, 0.8448275862, -0.0198285568, -0.4719146695, 0.0472331057, 0.0000647363, 2.1848039488
0.9827586207, 0.8448275862, -0.0058205572, -0.2237639044, 0.0223839594, 0.0003188469, 11.3578680983
0.0172413793, 0.8793103448, 0.0025686722, 0.0280715702, 0.0028188848, 0.0000410701, 0.9434238387
0.0517241379, 0.8793103448, 0.0222687077, 0.0727341887, 0.0076066797, 0.0000869744, 0.7139271763
0.0862068966, 0.8793103448, 0.0209671644, 0.1178477264, 0.0119698407, 0.0000206856, 1.2970548350
0.1206896552, 0.8793103448, 0.0010945523, 0.1468060435, 0.0146810124, -0.0000153588, 1.0658155312
0.1551724138, 0.8793103448, 0.0024691517, 0.1465221030, 0.0146542906, -0.0000261971, -0.0997731086
0.1896551724, 0.8793103448, 0.0259324822, 0.1276130892, 0.0130221328, -0.0000179931, -0.7491607542
0.2241379310, 0.8793103448, 0.0444156838, 0.1099944693, 0.0118623506, -0.0000103437, -0.9295119749
0.2586206897, 0.8793103448, 0.0541338982, 0.0935556257, 0.0108088547, -0.0000034942, -1.2210182058
