TITLE="Solution_n=29_m=29_Re=400_BCM=0_CM=2_G=1.00_U=0.10.dat" VARIABLES="x", "y", "u", "v", "vmag", "omegaxy", "vortz" ZONE T="Solution_n=29_m=29_Re=400_BCM=0_CM=2_G=1.00_U=0.10.dat" I=29 J=29 F=POINT
0.9827586207, 0.2586206897, -0.0002084282, 0.0016503437, 0.0001663453, -0.0000023561, -0.0866937223
0.0172413793, 0.2931034483, -0.0021969617, 0.0287097396, 0.0028793676, 0.0000412334, 1.5869094343
0.0517241379, 0.2931034483, -0.0142097872, 0.0722773587, 0.0073660944, 0.0000212025, 0.9642441856
0.0862068966, 0.2931034483, -0.0334710594, 0.0937643303, 0.0099559336, 0.0000079941, 0.4798640829
0.1206896552, 0.2931034483, -0.0554613963, 0.1017438220, 0.0115878263, -0.0000001976, 0.2015813166
0.1551724138, 0.2931034483, -0.0776089578, 0.1014075183, 0.0127697436, -0.0000060385, 0.0262857848
0.1896551724, 0.2931034483, -0.0983534274, 0.0947791167, 0.0136588717, -0.0000108845, -0.1236907946
0.2241379310, 0.2931034483, -0.1164412641, 0.0824717816, 0.0142689042, -0.0000147700, -0.2788461094
0.2586206897, 0.2931034483, -0.1310295590, 0.0654814860, 0.0146480614, -0.0000167215, -0.4314257636
0.2931034483, 0.2931034483, -0.1419425724, 0.0454432744, 0.0149039542, -0.0000174826, -0.5519473753
0.3275862069, 0.2931034483, -0.1490377366, 0.0237644460, 0.0150920495, -0.0000183943, -0.6045578782
0.3620689655, 0.2931034483, -0.1516900563, 0.0019977822, 0.0151703211, -0.0000182676, -0.5694468493
0.3965517241, 0.2931034483, -0.1497665380, -0.0174915206, 0.0150784512, -0.0000155923, -0.4534539590
0.4310344828, 0.2931034483, -0.1446574017, -0.0322206546, 0.0148202343, -0.0000111399, -0.2868598966
0.4655172414, 0.2931034483, -0.1387285267, -0.0411927665, 0.0144715058, -0.0000072150, -0.1150737411
0.5000000000, 0.2931034483, -0.1340420001, -0.0459531473, 0.0141700210, -0.0000066696, 0.0283312747
0.5344827586, 0.2931034483, -0.1310858188, -0.0495541148, 0.0140139581, -0.0000097113, 0.1471604462
0.5689655172, 0.2931034483, -0.1285102231, -0.0536323433, 0.0139252668, -0.0000132857, 0.2648243072
0.6034482759, 0.2931034483, -0.1245992382, -0.0579480584, 0.0137415238, -0.0000162178, 0.3907404752
0.6379310345, 0.2931034483, -0.1182430205, -0.0618773154, 0.0133454914, -0.0000182552, 0.5218995563
0.6724137931, 0.2931034483, -0.1087963697, -0.0644449829, 0.0126450804, -0.0000184871, 0.6481011305
0.7068965517, 0.2931034483, -0.0960618986, -0.0645221461, 0.0115719470, -0.0000167276, 0.7502652543
0.7413793103, 0.2931034483, -0.0804752809, -0.0613173893, 0.0101173579, -0.0000130864, 0.8135277878
0.7758620690, 0.2931034483, -0.0632022460, -0.0544435358, 0.0083418358, -0.0000081809, 0.8304124008
0.8103448276, 0.2931034483, -0.0458703031, -0.0441938875, 0.0063696031, -0.0000030105, 0.7938241513
0.8448275862, 0.2931034483, -0.0301216263, -0.0317017399, 0.0043729997, 0.0000013620, 0.7009575945
0.8793103448, 0.2931034483, -0.0172875527, -0.0187675034, 0.0025516243, 0.0000040354, 0.5578909891
0.9137931034, 0.2931034483, -0.0081488051, -0.0075393799, 0.0011101589, 0.0000044681, 0.3703267968
0.9482758621, 0.2931034483, -0.0027346623, -0.0005791025, 0.0002795306, 0.0000020258, 0.1592670690
0.9827586207, 0.2931034483, -0.0003647335, 0.0007905244, 0.0000870609, -0.0000011130, -0.0360436899
0.0172413793, 0.3275862069, -0.0022564446, 0.0353728927, 0.0035444789, 0.0000508035, 1.9556525659
0.0517241379, 0.3275862069, -0.0146034474, 0.0891218528, 0.0090310383, 0.0000270376, 1.1608980746
0.0862068966, 0.3275862069, -0.0345513983, 0.1154715476, 0.0120529986, 0.0000109223, 0.5221812443
0.1206896552, 0.3275862069, -0.0574355764, 0.1246849588, 0.0137277764, 0.0000016813, 0.1355113071
0.1551724138, 0.3275862069, -0.0804689912, 0.1235374440, 0.0147433913, -0.0000047094, -0.1197079346
0.1896551724, 0.3275862069, -0.1016210182, 0.1144254493, 0.0153035992, -0.0000101445, -0.3435207430
0.2241379310, 0.3275862069, -0.1188185260, 0.0981551409, 0.0154117727, -0.0000138918, -0.5720116291
0.2586206897, 0.3275862069, -0.1306082828, 0.0767974768, 0.0151513617, -0.0000131984, -0.8095515368
0.2931034483, 0.3275862069, -0.1377779912, 0.0533096929, 0.0147731846, -0.0000092559, -1.0628358847
0.3275862069, 0.3275862069, -0.1424029265, 0.0284765354, 0.0145222266, -0.0000065261, -1.2837135571
0.3620689655, 0.3275862069, -0.1448641132, 0.0025950833, 0.0144887355, -0.0000056310, -1.3335971779
0.3965517241, 0.3275862069, -0.1441828266, -0.0209159646, 0.0145692021, -0.0000039947, -1.1370655408
0.4310344828, 0.3275862069, -0.1405989697, -0.0376595110, 0.0145555175, -0.0000003499, -0.7871308808
0.4655172414, 0.3275862069, -0.1364743154, -0.0458137723, 0.0143958815, 0.0000034816, -0.4406235817
0.5000000000, 0.3275862069, -0.1348842528, -0.0478790745, 0.0143129897, 0.0000028035, -0.2056376011
0.5344827586, 0.3275862069, -0.1365722070, -0.0495797847, 0.0145293230, -0.0000032210, -0.0778646108
0.5689655172, 0.3275862069, -0.1393043269, -0.0541109724, 0.0149444615, -0.0000096584, 0.0360041615
0.6034482759, 0.3275862069, -0.1406732266, -0.0605891386, 0.0153166577, -0.0000150886, 0.1886125167
0.6379310345, 0.3275862069, -0.1390967148, -0.0677827135, 0.0154733294, -0.0000197739, 0.3621638353
0.6724137931, 0.3275862069, -0.1330891390, -0.0744740520, 0.0152509355, -0.0000220650, 0.5350285099
0.7068965517, 0.3275862069, -0.1217251819, -0.0788225053, 0.0145017265, -0.0000212821, 0.6962995717
0.7413793103, 0.3275862069, -0.1052888330, -0.0790174290, 0.0131641530, -0.0000175222, 0.8321379480
0.7758620690, 0.3275862069, -0.0852184154, -0.0738589046, 0.0112771078, -0.0000116116, 0.9205884559
0.8103448276, 0.3275862069, -0.0636538396, -0.0633091907, 0.0089776750, -0.0000048418, 0.9387826515
0.8448275862, 0.3275862069, -0.0429847048, -0.0485905514, 0.0064874699, 0.0000013344, 0.8763481917
0.8793103448, 0.3275862069, -0.0253833908, -0.0319582114, 0.0040812300, 0.0000055574, 0.7368214523
0.9137931034, 0.3275862069, -0.0123206570, -0.0163438082, 0.0020467502, 0.0000068883, 0.5270166896
0.9482758621, 0.3275862069, -0.0042421364, -0.0052828361, 0.0006775255, 0.0000043804, 0.2791509179
0.9827586207, 0.3275862069, -0.0005740534, -0.0006175270, 0.0000843135, 0.0000009218, 0.0497153224
0.0172413793, 0.3620689655, -0.0021723669, 0.0420025535, 0.0042058693, 0.0000603282, 2.3267196999
0.0517241379, 0.3620689655, -0.0141730684, 0.1060818477, 0.0107024456, 0.0000332141, 1.3591389359
0.0862068966, 0.3620689655, -0.0339204530, 0.1375392703, 0.0141660326, 0.0000141142, 0.5615049238
0.1206896552, 0.3620689655, -0.0567411073, 0.1480657156, 0.0158565474, 0.0000036558, 0.0584036477
0.1551724138, 0.3620689655, -0.0796127476, 0.1459362266, 0.0166239501, -0.0000033930, -0.2988535066
0.1896551724, 0.3620689655, -0.1000446448, 0.1334016004, 0.0166748067, -0.0000098469, -0.6458099874
0.2241379310, 0.3620689655, -0.1146201588, 0.1108426493, 0.0159448655, -0.0000141616, -1.0042975482
0.2586206897, 0.3620689655, -0.1200438666, 0.0821461280, 0.0145459672, -0.0000099697, -1.3391686426
0.2931034483, 0.3620689655, -0.1169644873, 0.0541160981, 0.0128876853, 0.0000028612, -1.6713582215
0.3275862069, 0.3620689655, -0.1112203767, 0.0287816670, 0.0114884100, 0.0000151738, -2.0072612535
0.3620689655, 0.3620689655, -0.1091103371, 0.0036736420, 0.0109172164, 0.0000204259, -2.1878054757
0.3965517241, 0.3620689655, -0.1116028192, -0.0206514082, 0.0113497444, 0.0000199093, -2.0091967651
0.4310344828, 0.3620689655, -0.1152703210, -0.0389482206, 0.0121672556, 0.0000186418, -1.4814270625
0.4655172414, 0.3620689655, -0.1185602569, -0.0461334888, 0.0127219626, 0.0000190322, -0.8885313388
0.5000000000, 0.3620689655, -0.1236261090, -0.0446273774, 0.0131434461, 0.0000159451, -0.5247750266
0.5344827586, 0.3620689655, -0.1319477436, -0.0436222721, 0.0138971615, 0.0000064338, -0.3828988660
0.5689655172, 0.3620689655, -0.1420026225, -0.0481196734, 0.0149934145, -0.0000036373, -0.2627185554
0.6034482759, 0.3620689655, -0.1512787391, -0.0567491540, 0.0161572657, -0.0000125822, -0.0899294150
0.6379310345, 0.3620689655, -0.1571047501, -0.0681990352, 0.0171268826, -0.0000208115, 0.0941247035
0.6724137931, 0.3620689655, -0.1567346794, -0.0810225367, 0.0176438123, -0.0000255993, 0.2890888326
0.7068965517, 0.3620689655, -0.1486259357, -0.0920545048, 0.0174824771, -0.0000261087, 0.5127198556
0.7413793103, 0.3620689655, -0.1329005042, -0.0980227036, 0.0165139318, -0.0000226435, 0.7444535191
0.7758620690, 0.3620689655, -0.1109828668, -0.0966779965, 0.0147186384, -0.0000159960, 0.9392495248
0.8103448276, 0.3620689655, -0.0853455810, -0.0872985251, 0.0122085628, -0.0000074979, 1.0538169511
0.8448275862, 0.3620689655, -0.0592084532, -0.0708831334, 0.0092358321, 0.0000009690, 1.0605969873
0.8793103448, 0.3620689655, -0.0358560821, -0.0501235255, 0.0061628130, 0.0000073539, 0.9518020673
0.9137931034, 0.3620689655, -0.0178194084, -0.0289551388, 0.0033998991, 0.0000100917, 0.7324271779
0.9482758621, 0.3620689655, -0.0062601685, -0.0122680577, 0.0013772979, 0.0000077663, 0.4477982801
0.9827586207, 0.3620689655, -0.0008584215, -0.0027666279, 0.0002896743, 0.0000040290, 0.1809766767
0.0172413793, 0.3965517241, -0.0019394123, 0.0481634319, 0.0048202464, 0.0000691878, 2.6791479601
0.0517241379, 0.3965517241, -0.0128004503, 0.1222285496, 0.0122896989, 0.0000395849, 1.5527214239
0.0862068966, 0.3965517241, -0.0312920079, 0.1590303423, 0.0162079732, 0.0000177461, 0.5936454649
0.1206896552, 0.3965517241, -0.0530664579, 0.1708750839, 0.0178925524, 0.0000058588, -0.0428936552
0.1551724138, 0.3965517241, -0.0745225197, 0.1672845295, 0.0183133066, -0.0000020836, -0.5276272511
0.1896551724, 0.3965517241, -0.0921759757, 0.1498806126, 0.0175956269, -0.0000098117, -1.0607701850
0.2241379310, 0.3965517241, -0.1008120985, 0.1174415925, 0.0154775989, -0.0000148458, -1.6398046251
0.2586206897, 0.3965517241, -0.0949783759, 0.0762270144, 0.0121784439, -0.0000060373, -2.0781715244
0.2931034483, 0.3965517241, -0.0758763680, 0.0401779457, 0.0085857385, 0.0000169180, -2.2453452940
0.3275862069, 0.3965517241, -0.0544135720, 0.0172795538, 0.0057091329, 0.0000373494, -2.2409010720
0.3620689655, 0.3965517241, -0.0434140521, 0.0025463397, 0.0043488663, 0.0000446517, -2.2582514371
0.3965517241, 0.3965517241, -0.0482393950, -0.0128938150, 0.0049932852, 0.0000412306, -2.2163774094
0.4310344828, 0.3965517241, -0.0639136666, -0.0287768945, 0.0070093270, 0.0000350479, -1.8783885262
0.4655172414, 0.3965517241, -0.0808754490, -0.0365687800, 0.0088758740, 0.0000339260, -1.3358230873
0.5000000000, 0.3965517241, -0.0961816550, -0.0335854889, 0.0101876866, 0.0000318215, -0.9172754627
0.5344827586, 0.3965517241, -0.1136576846, -0.0295088182, 0.0117425890, 0.0000194966, -0.7110155459
0.5689655172, 0.3965517241, -0.1343126877, -0.0327926851, 0.0138257941, 0.0000039248, -0.5668158149
0.6034482759, 0.3965517241, -0.1545505598, -0.0436786742, 0.0160604178, -0.0000098070, -0.4262168370
0.6379310345, 0.3965517241, -0.1698614564, -0.0609606378, 0.0180469149, -0.0000215375, -0.2958188105
0.6724137931, 0.3965517241, -0.1768817695, -0.0821132585, 0.0195012173, -0.0000284167, -0.1128613257
0.7068965517, 0.3965517241, -0.1740853388, -0.1022120044, 0.0201873720, -0.0000303453, 0.1626045388
0.7413793103, 0.3965517241, -0.1612539467, -0.1166395644, 0.0199016641, -0.0000277682, 0.4952799111
0.7758620690, 0.3965517241, -0.1392700662, -0.1219287564, 0.0185102061, -0.0000209274, 0.8246102710
0.8103448276, 0.3965517241, -0.1105360076, -0.1160638705, 0.0160277980, -0.0000108516, 1.0861305752
0.8448275862, 0.3965517241, -0.0789543250, -0.0992402651, 0.0126816464, 0.0000002303, 1.2199841694
0.8793103448, 0.3965517241, -0.0490969181, -0.0743299755, 0.0089081158, 0.0000094394, 1.1902421528
0.9137931034, 0.3965517241, -0.0249774083, -0.0464265096, 0.0052718988, 0.0000142657, 0.9895062706
0.9482758621, 0.3965517241, -0.0089362655, -0.0222687434, 0.0023994870, 0.0000125052, 0.6765066847
0.9827586207, 0.3965517241, -0.0012379954, -0.0059113155, 0.0006039560, 0.0000085737, 0.3739889143
0.0172413793, 0.4310344828, -0.0015476314, 0.0533993947, 0.0053421817, 0.0000767395, 2.9856062781
0.0517241379, 0.4310344828, -0.0103903941, 0.1364377824, 0.0136832850, 0.0000459074, 1.7332882804
0.0862068966, 0.4310344828, -0.0262149853, 0.1787123331, 0.0180624814, 0.0000220528, 0.6240035041
0.1206896552, 0.4310344828, -0.0455287370, 0.1919959183, 0.0197320294, 0.0000087270, -0.1726635992
0.1551724138, 0.4310344828, -0.0642191326, 0.1859379749, 0.0196715601, -0.0000010295, -0.8311788506
0.1896551724, 0.4310344828, -0.0767310173, 0.1606339633, 0.0178019435, -0.0000122225, -1.5863612275
0.2241379310, 0.4310344828, -0.0751837828, 0.1131555998, 0.0135855773, -0.0000200912, -2.3562326122
0.2586206897, 0.4310344828, -0.0539853393, 0.0543831476, 0.0076628608, -0.0000072851, -2.6637789665
0.2931034483, 0.4310344828, -0.0210605483, 0.0109740731, 0.0023748199, 0.0000211691, -2.2102884779
0.3275862069, 0.4310344828, 0.0056929189, -0.0033058514, 0.0006583159, 0.0000367633, -1.4172346756
0.3620689655, 0.4310344828, 0.0164577725, -0.0006743209, 0.0016471581, 0.0000339484, -0.9507565232
0.3965517241, 0.4310344828, 0.0099275611, 0.0006117063, 0.0009946389, 0.0000247829, -1.0043211698
0.4310344828, 0.4310344828, -0.0094012497, -0.0074297481, 0.0011982681, 0.0000207860, -1.2839888429
0.4655172414, 0.4310344828, -0.0312431211, -0.0165390662, 0.0035350719, 0.0000329304, -1.3273374245
0.5000000000, 0.4310344828, -0.0533057704, -0.0132086286, 0.0054917875, 0.0000443268, -1.0564512545
0.5344827586, 0.4310344828, -0.0821193850, -0.0037154376, 0.0082203393, 0.0000315131, -0.8237551979
0.5689655172, 0.4310344828, -0.1170817327, -0.0046713078, 0.0117174883, 0.0000086027, -0.7769404042
0.6034482759, 0.4310344828, -0.1500524271, -0.0195778174, 0.0151324227, -0.0000092746, -0.8020503277
0.6379310345, 0.4310344828, -0.1751380371, -0.0450042874, 0.0180827868, -0.0000223272, -0.7910590964
0.6724137931, 0.4310344828, -0.1902025062, -0.0761753550, 0.0204889429, -0.0000299037, -0.6534131868
0.7068965517, 0.4310344828, -0.1943663477, -0.1070926002, 0.0221916881, -0.0000330686, -0.3635803990
0.7413793103, 0.4310344828, -0.1867744915, -0.1325265860, 0.0229015298, -0.0000318909, 0.0422521280
0.7758620690, 0.4310344828, -0.1672768468, -0.1476750287, 0.0223135514, -0.0000256319, 0.5128659826
0.8103448276, 0.4310344828, -0.1375626466, -0.1485565489, 0.0202466121, -0.0000145876, 0.9670032086
0.8448275862, 0.4310344828, -0.1016113975, -0.1336914245, 0.0167923414, -0.0000009011, 1.2988738104
0.8793103448, 0.4310344828, -0.0651279923, -0.1054297947, 0.0123923755, 0.0000117727, 1.4210614949
0.9137931034, 0.4310344828, -0.0339999880, -0.0698976657, 0.0077728263, 0.0000195599, 1.2920827576
0.9482758621, 0.4310344828, -0.0124006079, -0.0361734588, 0.0038239956, 0.0000189639, 0.9759965507
0.9827586207, 0.4310344828, -0.0017362429, -0.0103729820, 0.0010517286, 0.0000150218, 0.6497369969
0.0172413793, 0.4655172414, -0.0010026812, 0.0572365030, 0.0057245285, 0.0000822836, 3.2206752586
0.0517241379, 0.4655172414, -0.0070246347, 0.1474858577, 0.0147653052, 0.0000514175, 1.8911962417
0.0862068966, 0.4655172414, -0.0187685964, 0.1949508381, 0.0195852213, 0.0000261408, 0.6681444181
0.1206896552, 0.4655172414, -0.0339329817, 0.2099021661, 0.0212627295, 0.0000111354, -0.2917814864
0.1551724138, 0.4655172414, -0.0485617953, 0.2005760820, 0.0206371056, -0.0000022233, -1.1778302601
0.1896551724, 0.4655172414, -0.0555541282, 0.1636238929, 0.0172797684, -0.0000217551, -2.1731944973
0.2241379310, 0.4655172414, -0.0445641134, 0.0957319277, 0.0105596222, -0.0000381211, -2.8939447366
0.2586206897, 0.4655172414, -0.0134510084, 0.0198211218, 0.0023954258, -0.0000245272, -2.5085855852
0.2931034483, 0.4655172414, 0.0188683212, -0.0196542792, 0.0027245261, 0.0000063103, -1.0783366453
0.3275862069, 0.4655172414, 0.0316783564, -0.0149196055, 0.0035015895, 0.0000132283, 0.2139751253
0.3620689655, 0.4655172414, 0.0260729210, 0.0038331261, 0.0026353179, -0.0000014160, 0.6781786150
0.3965517241, 0.4655172414, 0.0142687067, 0.0135615540, 0.0019685318, -0.0000183921, 0.4000449380
0.4310344828, 0.4655172414, 0.0074865155, 0.0064698241, 0.0009894773, -0.0000193891, -0.2195725529
0.4655172414, 0.4655172414, 0.0048861826, -0.0013348487, 0.0005065235, 0.0000147819, -0.4926211920
0.5000000000, 0.4655172414, -0.0104993192, 0.0133111057, 0.0016953502, 0.0000467997, -0.3425818824
0.5344827586, 0.4655172414, -0.0483096605, 0.0361461201, 0.0060335440, 0.0000332804, -0.4156498540
0.5689655172, 0.4655172414, -0.0965929707, 0.0372122859, 0.0103513073, 0.0000039534, -0.8324757729
0.6034482759, 0.4655172414, -0.1395697237, 0.0145614691, 0.0140327275, -0.0000134264, -1.1913496910
0.6379310345, 0.4655172414, -0.1719031943, -0.0211094491, 0.0173194449, -0.0000236437, -1.3303231239
0.6724137931, 0.4655172414, -0.1939071039, -0.0627424626, 0.0203805254, -0.0000299358, -1.2705735914
0.7068965517, 0.4655172414, -0.2053620595, -0.1050697348, 0.0230679918, -0.0000336493, -1.0297285021
0.7413793103, 0.4655172414, -0.2047503150, -0.1431384578, 0.0249822556, -0.0000339995, -0.6112283893
0.7758620690, 0.4655172414, -0.1906700969, -0.1710083667, 0.0256122914, -0.0000292155, -0.0311052125
0.8103448276, 0.4655172414, -0.1632422799, -0.1824192159, 0.0244795450, -0.0000183076, 0.6299244376
0.8448275862, 0.4655172414, -0.1254050749, -0.1731482837, 0.0213791396, -0.0000025039, 1.2245922535
0.8793103448, 0.4655172414, -0.0833074003, -0.1436573231, 0.0166064895, 0.0000141274, 1.5921053506
0.9137931034, 0.4655172414, -0.0448302281, -0.1003535506, 0.0109911712, 0.0000259614, 1.6199838700
0.9482758621, 0.4655172414, -0.0167216887, -0.0549431404, 0.0057431381, 0.0000274895, 1.3523997467
0.9827586207, 0.4655172414, -0.0023702198, -0.0165340804, 0.0016703106, 0.0000239276, 1.0327298886
0.0172413793, 0.5000000000, -0.0003800827, 0.0593264315, 0.0059327649, 0.0000853147, 3.3648285838
0.0517241379, 0.5000000000, -0.0031033861, 0.1544156873, 0.0154446869, 0.0000555109, 2.0175089045
0.0862068966, 0.5000000000, -0.0098776023, 0.2063798862, 0.0206616128, 0.0000293343, 0.7332789229
0.1206896552, 0.5000000000, -0.0197806319, 0.2231455588, 0.0224020566, 0.0000123777, -0.3643480157
0.1551724138, 0.5000000000, -0.0292677328, 0.2105023604, 0.0212527278, -0.0000053378, -1.4874985427
0.1896551724, 0.5000000000, -0.0316996890, 0.1610179216, 0.0164108627, -0.0000342443, -2.7023296102
0.2241379310, 0.5000000000, -0.0194041583, 0.0731582020, 0.0075687805, -0.0000589009, -3.1275219698
0.2586206897, 0.5000000000, 0.0036343562, -0.0110483569, 0.0011630767, -0.0000431945, -1.7745084776
0.2931034483, 0.5000000000, 0.0185667689, -0.0349127517, 0.0039542700, -0.0000062066, 0.3823331433
0.3275862069, 0.5000000000, 0.0144234189, -0.0082837872, 0.0016632984, 0.0000030260, 1.4378133371
0.3620689655, 0.5000000000, -0.0018320070, 0.0199570540, 0.0020040964, -0.0000098889, 1.0850923839
0.3965517241, 0.5000000000, -0.0150250470, 0.0221586853, 0.0026772362, -0.0000311871, 0.1598603345
0.4310344828, 0.5000000000, -0.0091547177, -0.0019902839, 0.0009368569, -0.0000360736, -0.1987076280
0.4655172414, 0.5000000000, 0.0095720357, -0.0083653072, 0.0012712287, 0.0000089197, 0.5945135633
0.5000000000, 0.5000000000, 0.0078015351, 0.0367537072, 0.0037572582, 0.0000479716, 1.2405095812
0.5344827586, 0.5000000000, -0.0295526976, 0.0850726669, 0.0090059539, 0.0000250656, 0.4963392091
0.5689655172, 0.5000000000, -0.0812542615, 0.0871192383, 0.0119130251, -0.0000092347, -0.7946665782
0.6034482759, 0.5000000000, -0.1262121144, 0.0538737051, 0.0137229275, -0.0000209568, -1.5643829582
0.6379310345, 0.5000000000, -0.1606955464, 0.0077773104, 0.0160883639, -0.0000250623, -1.8359907156
0.6724137931, 0.5000000000, -0.1865370270, -0.0431818156, 0.0191469924, -0.0000285791, -1.8802106987
0.7068965517, 0.5000000000, -0.2037465842, -0.0959130491, 0.0225193214, -0.0000318698, -1.7480044278
0.7413793103, 0.5000000000, -0.2105594414, -0.1464313333, 0.0256471078, -0.0000334950, -1.3933203026
0.7758620690, 0.5000000000, -0.2044124177, -0.1885151326, 0.0278069041, -0.0000310261, -0.7827491680
0.8103448276, 0.5000000000, -0.1831456283, -0.2140124873, 0.0281680077, -0.0000217291, 0.0420244438
0.8448275862, 0.5000000000, -0.1473041429, -0.2150190200, 0.0260637084, -0.0000048636, 0.9275407401
0.8793103448, 0.5000000000, -0.1021336282, -0.1881217209, 0.0214058543, 0.0000159277, 1.6345527827
0.9137931034, 0.5000000000, -0.0570088308, -0.1382744526, 0.0149565474, 0.0000331245, 1.9345779965
0.9482758621, 0.5000000000, -0.0218500858, -0.0794664100, 0.0082415633, 0.0000382810, 1.8026825232
0.9827586207, 0.5000000000, -0.0031422241, -0.0248059067, 0.0025004131, 0.0000358861, 1.5491471747
0.0172413793, 0.5344827586, 0.0002437438, 0.0595547254, 0.0059555224, 0.0000856827, 3.4075817348
0.0517241379, 0.5344827586, 0.0008902750, 0.1567871718, 0.0156789699, 0.0000580259, 2.1052085930
0.0862068966, 0.5344827586, -0.0006096851, 0.2123057404, 0.0212306616, 0.0000317509, 0.8133710217
0.1206896552, 0.5344827586, -0.0046830581, 0.2307626198, 0.0230810134, 0.0000126970, -0.3943326063
0.1551724138, 0.5344827586, -0.0081033262, 0.2149422452, 0.0215094939, -0.0000089304, -1.6857261504
0.1896551724, 0.5344827586, -0.0065307272, 0.1565821656, 0.0156718298, -0.0000417997, -2.9458607328
0.2241379310, 0.5344827586, -0.0009392216, 0.0601353974, 0.0060142732, -0.0000651899, -3.0616279962
0.2586206897, 0.5344827586, 0.0008579328, -0.0209785217, 0.0020996057, -0.0000422650, -1.2968885286
0.2931034483, 0.5344827586, -0.0047349121, -0.0329440163, 0.0033282542, 0.0000015310, 0.8495743364
0.3275862069, 0.5344827586, -0.0126113783, 0.0028799165, 0.0012936027, 0.0000169003, 1.4486129231
0.3620689655, 0.5344827586, -0.0183185641, 0.0323580293, 0.0037183489, 0.0000108639, 0.4191621506
0.3965517241, 0.5344827586, -0.0187034819, 0.0233918345, 0.0029949928, -0.0000105845, -1.0430656839
0.4310344828, 0.5344827586, -0.0093335026, -0.0192474892, 0.0021391122, -0.0000176910, -0.9946322083
0.4655172414, 0.5344827586, 0.0026292383, -0.0230445119, 0.0023194017, 0.0000297456, 1.1895232426
0.5000000000, 0.5344827586, -0.0026137300, 0.0545924771, 0.0054655010, 0.0000609474, 2.6555112737
0.5344827586, 0.5344827586, -0.0321744197, 0.1297409841, 0.0133670925, 0.0000212824, 1.3682248965
0.5689655172, 0.5344827586, -0.0729873409, 0.1335906470, 0.0152228818, -0.0000191933, -0.7571249976
0.6034482759, 0.5344827586, -0.1110231717, 0.0914765989, 0.0143854485, -0.0000262960, -1.8839324817
0.6379310345, 0.5344827586, -0.1423386656, 0.0372281700, 0.0147126586, -0.0000249317, -2.2548037170
0.6724137931, 0.5344827586, -0.1679277601, -0.0205715244, 0.0169183097, -0.0000255873, -2.3982951161
0.7068965517, 0.5344827586, -0.1880595477, -0.0809997698, 0.0204761706, -0.0000278988, -2.3970179707
0.7413793103, 0.5344827586, -0.2012613432, -0.1416003261, 0.0246082873, -0.0000304874, -2.1729432407
0.7758620690, 0.5344827586, -0.2042685497, -0.1972072830, 0.0283930190, -0.0000309378, -1.6423618326
0.8103448276, 0.5344827586, -0.1926444047, -0.2389970789, 0.0306971449, -0.0000248506, -0.7631724551
0.8448275862, 0.5344827586, -0.1634826354, -0.2552140337, 0.0303085425, -0.0000085645, 0.3713856669
0.8793103448, 0.5344827586, -0.1192906111, -0.2364286932, 0.0264818385, 0.0000161302, 1.4778311703
0.9137931034, 0.5344827586, -0.0695940894, -0.1832378386, 0.0196008782, 0.0000401931, 2.1795354897
0.9482758621, 0.5344827586, -0.0275760754, -0.1103489303, 0.0113742368, 0.0000512211, 2.3102755877
0.9827586207, 0.5344827586, -0.0040344887, -0.0355755204, 0.0035803558, 0.0000514537, 2.2227958343
0.0172413793, 0.5689655172, 0.0007930513, 0.0580185865, 0.0058024006, 0.0000834940, 3.3538864424
0.0517241379, 0.5689655172, 0.0044608294, 0.1547008669, 0.0154765168, 0.0000587341, 2.1485378382
0.0862068966, 0.5689655172, 0.0080032925, 0.2125019385, 0.0212652596, 0.0000329540, 0.8938317981
0.1206896552, 0.5689655172, 0.0100512251, 0.2320544334, 0.0232272011, 0.0000113936, -0.3815090166
0.1551724138, 0.5689655172, 0.0128087889, 0.2135896181, 0.0213973340, -0.0000135556, -1.6960518335
0.1896551724, 0.5689655172, 0.0166562723, 0.1530734098, 0.0153976947, -0.0000442002, -2.7666116880
0.2241379310, 0.5689655172, 0.0141819128, 0.0629865619, 0.0064563408, -0.0000588761, -2.7615695301
0.2586206897, 0.5689655172, -0.0000044692, -0.0092793951, 0.0009279396, -0.0000299711, -1.3679143904
0.2931034483, 0.5689655172, -0.0161661264, -0.0227828555, 0.0027935679, 0.0000136698, 0.2310991891
0.3275862069, 0.5689655172, -0.0201788750, 0.0041076554, 0.0020592713, 0.0000280419, 0.6725486610
0.3620689655, 0.5689655172, -0.0102278235, 0.0261255456, 0.0028056238, 0.0000189908, -0.1359551706
0.3965517241, 0.5689655172, 0.0053049989, 0.0134448069, 0.0014453576, -0.0000067741, -1.2234808053
0.4310344828, 0.5689655172, 0.0130042605, -0.0254561285, 0.0028585403, -0.0000108618, -0.7584879645
0.4655172414, 0.5689655172, 0.0013759163, -0.0152514392, 0.0015313378, 0.0000422727, 1.6413582322
0.5000000000, 0.5689655172, -0.0225516774, 0.0759555449, 0.0079232714, 0.0000700889, 3.0541141291
0.5344827586, 0.5689655172, -0.0449148653, 0.1594470039, 0.0165652323, 0.0000246570, 1.6181339572
0.5689655172, 0.5689655172, -0.0673031296, 0.1664735071, 0.0179563749, -0.0000189354, -0.7365009038
0.6034482759, 0.5689655172, -0.0926482133, 0.1218638680, 0.0153083290, -0.0000267167, -2.0796235430
